dataset,detector,label_fraction,heldout_typology,adv_no_projection_v2,boundary_projected_v2,hard_projected_v2,none,random_feasible_v2
amlnet,lightgbm,1,,0.9796075707809679,0.9775687380084848,0.9773398171220821,0.9713560939888867,0.9716597640426198
amlnet,random_forest,1,,0.9545059020025364,0.9436286503041821,0.9451384622209283,0.9622084218000384,0.9523649706886853
amlnet,topology_lr,1,,0.014669129202942999,0.012485043833469002,0.014168712516741335,0.030625504806236003,0.042609054939189005
amlnet,xgboost,1,,0.9763587513002641,0.9679783207352197,0.9691399788129041,0.9738463144504973,0.9729940671430315
transxion,lightgbm,1,,0.262293996390024,0.2651422151786867,0.26862982505450467,0.2715902577537644,0.2657943750735037
transxion,random_forest,1,,0.167229561165488,0.1782009004913847,0.18046955846764035,0.190743264941714,0.19319926995831968
transxion,topology_lr,1,,0.07167988367796067,0.04459522008409267,0.052826902195152674,0.05897799829849367,0.07047641255220567
transxion,xgboost,1,,0.2369727987353397,0.23460491208834502,0.23643010590544802,0.2494231332621607,0.24274870741111035
