dataset,detector,label_fraction,heldout_typology,curriculum_projected_v2,hard_projected_v2,none,plausible_hard_projected_v2,plausible_typology_projected_v2,random_feasible_v2,typology_projected_v2
amlnet,lightgbm,1,layering,0.944386490829614,0.9454999090221544,0.9312815980235888,0.9470303840497777,0.9447244972003371,0.9337760209486273,0.9476300203391078
amlnet,xgboost,1,layering,0.9448178588427475,0.9437905313828381,0.9273820493622225,0.9440995721661268,0.9399350858596126,0.9308667989235667,0.9400980660461071
