augmentation,auprc,auroc,brier,dataset,detector,ece,f1,heldout_typology,label_fraction,mcc,precision_at_0_5,precision_at_k,recall_at_0_5pct_fpr,recall_at_1pct_fpr,rho,seed,test_positives,train_positives,train_rows,training_seconds,val_auprc,val_auroc,val_brier,val_ece,val_f1,val_mcc,val_positives,val_precision_at_0_5,val_precision_at_k,val_recall_at_0_5pct_fpr,val_recall_at_1pct_fpr
none,0.9293575270142931,0.9944623137576961,0.00027356685011900003,amlnet,xgboost,0.00027899721766600004,0.907780979827089,layering,1,0.9076490684806301,0.9130434782608691,0.9025787965616041,0.939828080229226,0.9484240687679081,1,1,349,220,653378,5.4322357177734375,0.869760630038875,0.9898825605116611,0.000323701996457,0.000325206029558,0.864376130198915,0.866367375738297,296,0.9299610894941631,0.820945945945945,0.905405405405405,0.9290540540540541
none,0.9296987200644791,0.9950698886948681,0.000288341577814,amlnet,xgboost,0.00030092217722400003,0.9038737446197991,layering,1,0.903720743871638,0.9051724137931031,0.9025787965616041,0.939828080229226,0.9426934097421201,1,2,349,220,653378,5.417497634887695,0.874063757776607,0.991191122547259,0.00032641971556900004,0.000322124242799,0.866906474820143,0.8685644102818171,296,0.9269230769230771,0.820945945945945,0.905405405405405,0.9256756756756751
adv_no_projection,0.9329347775034421,0.9931138347193671,0.00029207914130100003,amlnet,xgboost,0.000298030445412,0.901569186875891,layering,1,0.901418940494854,0.897727272727272,0.89971346704871,0.9426934097421201,0.9426934097421201,1,0,349,440,653598,5.477983236312866,0.8726337661671331,0.9925405242729631,0.000327038320418,0.000329388688437,0.86323268206039,0.864206474995545,296,0.910112359550561,0.8412162162162161,0.888513513513513,0.922297297297297
adv_no_projection,0.9391175541717751,0.994928896708244,0.000260135503627,amlnet,xgboost,0.00027040602577600004,0.9080622347949081,layering,1,0.9079867277946431,0.8966480446927371,0.9197707736389681,0.9484240687679081,0.9484240687679081,1,1,349,440,653598,5.48279881477356,0.8832743493433741,0.989240511221647,0.00030665761348800004,0.00030355667781800004,0.875,0.876275224855763,296,0.9280303030303031,0.8445945945945941,0.9087837837837831,0.9358108108108101
adv_no_projection,0.935269458439788,0.996767631815855,0.000269924628408,amlnet,xgboost,0.000279936978186,0.9088319088319081,layering,1,0.9086996695728661,0.9036827195467421,0.911174785100286,0.939828080229226,0.9484240687679081,1,2,349,440,653598,5.714235067367554,0.8760556230827761,0.9917695063150481,0.000312808283526,0.00031439325163800004,0.870337477797513,0.8713299158886231,296,0.9176029962546811,0.837837837837837,0.898648648648648,0.9358108108108101
ours,0.929906254124744,0.9953453684853251,0.00028863132557500003,amlnet,xgboost,0.00029132255472900004,0.9010043041606881,layering,1,0.9008467054047741,0.902298850574712,0.89971346704871,0.939828080229226,0.9512893982808021,1,0,349,440,653598,5.668299913406372,0.8693762896107191,0.989635085338964,0.00033842937112400003,0.000340593809369,0.8592057761732851,0.861060568182724,296,0.9224806201550381,0.820945945945945,0.9121621621621621,0.9256756756756751
ours,0.9323565851608541,0.9941828445595771,0.00028062684744100004,amlnet,xgboost,0.000283862221795,0.9051724137931031,layering,1,0.9050245272802351,0.907780979827089,0.9025787965616041,0.9426934097421201,0.9484240687679081,1,1,349,440,653598,5.616114616394043,0.87659510159993,0.987511390408437,0.00031868497822100004,0.000324392597931,0.866906474820143,0.8685644102818171,296,0.9269230769230771,0.8344594594594591,0.898648648648648,0.9189189189189191
ours,0.9291733167957531,0.992176126423407,0.00026346116479,amlnet,xgboost,0.000273697409345,0.9098712446351931,layering,1,0.9097274341438941,0.908571428571428,0.911174785100286,0.9426934097421201,0.9455587392550141,1,2,349,440,653598,6.254076957702637,0.87211030223365,0.9865670560081501,0.00030648620841,0.00030950973363000003,0.8694096601073341,0.870765083002165,296,0.923954372623574,0.8412162162162161,0.898648648648648,0.922297297297297
none,0.004529516880434,0.821191838830563,0.430148573168225,amlnet,topology_lr,0.44037525755975204,0.007127022603435001,layering,1,0.04390636825361,0.00357644123304,0.0,0.0,0.011461318051575001,1,0,349,220,653378,7.76534366607666,0.003802043628807,0.8117672372364091,0.38688905583576305,0.395885695939582,0.006343933469439,0.040154311200995,296,0.0031828335320190004,0.0,0.0,0.037162162162162005
none,0.0018257435065780001,0.561617461229178,0.991437589724336,amlnet,topology_lr,0.9920846871844321,0.003216960479317,layering,1,0.003158988007904,0.0016110716165180002,0.0,0.0,0.0,1,1,349,220,653378,6.941121816635132,0.0017713155631870002,0.615849068799184,0.9811267817491031,0.9829245871140251,0.0027551158125960003,0.004616835015099001,296,0.001379458189833,0.0,0.0,0.0
