acceptance_rate,augmentation,dataset,detector,detector_hardness,edit_distance,generated,heldout_typology,label_fraction,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,rho,seed,temporal_violation_rate
0.9500000000000001,random_feasible_v2,transxion,lightgbm,0.025679748229181003,0.009054069005901002,1480,,1,0,0,0,0.5198701307714131,0.5,1,0
0.9500000000000001,random_feasible_v2,transxion,lightgbm,0.024405042581317003,0.011087627751993,1480,,1,0,0,0,0.5300404276980021,0.5,0,0
0.9500000000000001,random_feasible_v2,transxion,lightgbm,0.024418182244900003,0.008517807724743,1480,,1,0,0,0,0.5109144268228301,0.5,2,0
0.9500000000000001,hard_projected_v2,transxion,lightgbm,6.231835422546323,0.20888109037294703,1480,,1,0,0,0,0.511375463441717,0.5,0,0
0.9500000000000001,hard_projected_v2,transxion,lightgbm,6.12339157944312,0.21250975715716702,1480,,1,0,0,0,0.49625872244596303,0.5,1,0
0.9500000000000001,hard_projected_v2,transxion,lightgbm,6.096955792028254,0.207742699596416,1480,,1,0,0,0,0.48641453469396906,0.5,2,0
0.9500000000000001,boundary_projected_v2,transxion,lightgbm,6.229158146449593,0.20862886607890901,1480,,1,0,0,0,0.505020916552934,0.5,0,0
0.9500000000000001,boundary_projected_v2,transxion,lightgbm,6.124663935677526,0.212324863446049,1480,,1,0,0,0,0.4957050059915,0.5,1,0
0.9500000000000001,boundary_projected_v2,transxion,lightgbm,6.09539166171934,0.20763449356591202,1480,,1,0,0,0,0.48351085610768,0.5,2,0
0.9500000000000001,random_feasible_v2,transxion,xgboost,0.04903920202891,0.011087627751993,1480,,1,0,0,0,0.5300404276980021,0.5,0,0
0.9500000000000001,random_feasible_v2,transxion,xgboost,0.051990104185058006,0.009054069005901002,1480,,1,0,0,0,0.5198701307714131,0.5,1,0
0.9500000000000001,random_feasible_v2,transxion,xgboost,0.048435735333948,0.008517807724743,1480,,1,0,0,0,0.5109144268228301,0.5,2,0
0.9500000000000001,hard_projected_v2,transxion,xgboost,4.770303213823956,0.20624252725856101,1480,,1,0,0,0,0.533604510921001,0.5,0,0
0.9500000000000001,hard_projected_v2,transxion,xgboost,4.623593160765412,0.21634527748151502,1480,,1,0,0,0,0.52810566035671,0.5,1,0
0.9500000000000001,hard_projected_v2,transxion,xgboost,4.703461742137077,0.214144458505644,1480,,1,0,0,0,0.537247341641906,0.5,2,0
0.9500000000000001,boundary_projected_v2,transxion,xgboost,4.771508200086877,0.205813857562988,1480,,1,0,0,0,0.5318168630066821,0.5,0,0
0.9500000000000001,boundary_projected_v2,transxion,xgboost,4.622829043944695,0.215052483143491,1480,,1,0,0,0,0.5257844688596971,0.5,1,0
0.949152542372881,random_feasible_v2,amlnet,lightgbm,0.015818318484090002,0.017776768667998002,472,,1,0,0,0,2.187367248388683,0.5,0,0
0.949152542372881,random_feasible_v2,amlnet,lightgbm,0.043475031322736,0.018886486763784002,472,,1,0,0,0,2.155496247757667,0.5,1,0
0.9500000000000001,boundary_projected_v2,transxion,xgboost,4.704159255665992,0.213799544847068,1480,,1,0,0,0,0.535525793697878,0.5,2,0
0.949152542372881,random_feasible_v2,amlnet,lightgbm,0.056510329126167005,0.017720306349457,472,,1,0,0,0,2.095177079804917,0.5,2,0
0.949152542372881,hard_projected_v2,amlnet,lightgbm,9.423599585188756,0.19142883447921502,472,,1,0,0,0,0.582035351085196,0.5,0,0
0.949152542372881,hard_projected_v2,amlnet,lightgbm,9.561671465307255,0.20702168421118902,472,,1,0,0,0,0.5901783859620591,0.5,1,0
0.949152542372881,hard_projected_v2,amlnet,lightgbm,9.510962305245291,0.195335566534789,472,,1,0,0,0,0.620887587476555,0.5,2,0
0.949152542372881,boundary_projected_v2,amlnet,lightgbm,9.354127152964256,0.188761361553025,472,,1,0,0,0,0.583541104675787,0.5,0,0
0.949152542372881,boundary_projected_v2,amlnet,lightgbm,9.519807293726872,0.20075729287134803,472,,1,0,0,0,0.578552977157466,0.5,1,0
0.949152542372881,boundary_projected_v2,amlnet,lightgbm,9.46196104101395,0.19385457713391602,472,,1,0,0,0,0.621681672179077,0.5,2,0
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.001996720037436,0.017776768667998002,472,,1,0,0,0,2.187367248388683,0.5,0,0
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.030494247574897004,0.018886486763784002,472,,1,0,0,0,2.155496247757667,0.5,1,0
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.023100705043979,0.017720306349457,472,,1,0,0,0,2.095177079804917,0.5,2,0
0.949152542372881,hard_projected_v2,amlnet,xgboost,8.813680377084326,0.16874652122048,472,,1,0,0,0,0.40371991028256204,0.5,0,0
0.949152542372881,hard_projected_v2,amlnet,xgboost,8.726539826070358,0.16779076117979103,472,,1,0,0,0,0.380724170264405,0.5,1,0
0.949152542372881,hard_projected_v2,amlnet,xgboost,8.818378982156585,0.17286378010772202,472,,1,0,0,0,0.403803396469574,0.5,2,0
0.949152542372881,boundary_projected_v2,amlnet,xgboost,8.794142784426276,0.16705351737922702,472,,1,0,0,0,0.39894936190731906,0.5,0,0
0.949152542372881,boundary_projected_v2,amlnet,xgboost,8.715869890384829,0.166354396828425,472,,1,0,0,0,0.377504569316281,0.5,1,0
0.949152542372881,boundary_projected_v2,amlnet,xgboost,8.835480650915459,0.17219179868988002,472,,1,0,0,0,0.39739425833624703,0.5,2,0
