dataset,detector,label_fraction,heldout_typology,adv_no_projection_v2,boundary_projected_v2,hard_projected_v2,none
amlnet,lightgbm,1,structuring,0.39099929350921875,0.3836735816516997,0.38540137926094337,0.6273185289108404
amlnet,pyg_sage,1,structuring,0.015213286477718002,0.016463444991152335,0.016412653577468,0.016471043333903004
amlnet,xgboost,1,structuring,0.39693582664851473,0.3767779108626594,0.38059120878016134,0.6402217642534977
