acceptance_rate,augmentation,dataset,detector,detector_hardness,generated,heldout_typology,label_fraction,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,rho,seed,temporal_violation_rate,run_name,edit_distance
0.95,ours,transxion,lightgbm,0.037202551151739,2960,,1.0,0.0,0.0,0.0,0.546131158261574,1.0,1,0.0,full_matrix,
0.95,ours,transxion,lightgbm,0.039549093082277,2960,,1.0,0.0,0.0,0.0,0.5233238424408131,1.0,2,0.0,full_matrix,
,none,transxion,xgboost,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,transxion,xgboost,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,transxion,xgboost,,0,,1.0,,,,,1.0,2,,full_matrix,
0.06554054054054,random_graph,transxion,xgboost,0.009940562178573,2960,,1.0,0.9344594594594592,0.246971894184318,0.2182641574971,0.56337150999795,1.0,0,0.05,full_matrix,
0.073986486486486,random_graph,transxion,xgboost,0.010494427583164,2960,,1.0,0.926013513513513,0.23951462626927,0.212584753064343,0.553156247833238,1.0,1,0.05,full_matrix,
0.081756756756756,random_graph,transxion,xgboost,0.010589324539115,2960,,1.0,0.918243243243243,0.237870028920639,0.210748399381558,0.5564979958589901,1.0,2,0.05,full_matrix,
0.03581081081081,adv_no_projection,transxion,xgboost,0.034626053244592,2960,,1.0,0.964189189189189,0.406705722856753,0.38566071054873,0.6401379622544351,1.0,0,0.02,full_matrix,
0.051013513513513,adv_no_projection,transxion,xgboost,0.037202551151739,2960,,1.0,0.948986486486486,0.402162753895344,0.391239481726193,0.6850806850747001,1.0,1,0.02,full_matrix,
0.038851351351351,adv_no_projection,transxion,xgboost,0.039549093082277,2960,,1.0,0.961148648648648,0.400711999026796,0.385508816186904,0.644903916084128,1.0,2,0.02,full_matrix,
0.95,random_feasible,transxion,xgboost,0.009940562178573,2960,,1.0,0.0,0.0,0.0,0.5157655662513501,1.0,0,0.0,full_matrix,
0.95,random_feasible,transxion,xgboost,0.010494427583164,2960,,1.0,0.0,0.0,0.0,0.5082316196351291,1.0,1,0.0,full_matrix,
0.95,random_feasible,transxion,xgboost,0.010589324539115,2960,,1.0,0.0,0.0,0.0,0.5122088023526871,1.0,2,0.0,full_matrix,
0.95,ours,transxion,xgboost,0.034626053244592,2960,,1.0,0.0,0.0,0.0,0.512762629136032,1.0,0,0.0,full_matrix,
0.95,ours,transxion,xgboost,0.037202551151739,2960,,1.0,0.0,0.0,0.0,0.546131158261574,1.0,1,0.0,full_matrix,
0.95,ours,transxion,xgboost,0.039549093082277,2960,,1.0,0.0,0.0,0.0,0.5233238424408131,1.0,2,0.0,full_matrix,
,none,transxion,topology_lr,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,transxion,topology_lr,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,transxion,topology_lr,,0,,1.0,,,,,1.0,2,,full_matrix,
0.06554054054054,random_graph,transxion,topology_lr,0.009940562178573,2960,,1.0,0.9344594594594592,0.246971894184318,0.2182641574971,0.56337150999795,1.0,0,0.05,full_matrix,
0.073986486486486,random_graph,transxion,topology_lr,0.010494427583164,2960,,1.0,0.926013513513513,0.23951462626927,0.212584753064343,0.553156247833238,1.0,1,0.05,full_matrix,
0.081756756756756,random_graph,transxion,topology_lr,0.010589324539115,2960,,1.0,0.918243243243243,0.237870028920639,0.210748399381558,0.5564979958589901,1.0,2,0.05,full_matrix,
0.03581081081081,adv_no_projection,transxion,topology_lr,0.034626053244592,2960,,1.0,0.964189189189189,0.406705722856753,0.38566071054873,0.6401379622544351,1.0,0,0.02,full_matrix,
0.051013513513513,adv_no_projection,transxion,topology_lr,0.037202551151739,2960,,1.0,0.948986486486486,0.402162753895344,0.391239481726193,0.6850806850747001,1.0,1,0.02,full_matrix,
0.038851351351351,adv_no_projection,transxion,topology_lr,0.039549093082277,2960,,1.0,0.961148648648648,0.400711999026796,0.385508816186904,0.644903916084128,1.0,2,0.02,full_matrix,
0.95,random_feasible,transxion,topology_lr,0.009940562178573,2960,,1.0,0.0,0.0,0.0,0.5157655662513501,1.0,0,0.0,full_matrix,
0.95,random_feasible,transxion,topology_lr,0.010494427583164,2960,,1.0,0.0,0.0,0.0,0.5082316196351291,1.0,1,0.0,full_matrix,
0.95,random_feasible,transxion,topology_lr,0.010589324539115,2960,,1.0,0.0,0.0,0.0,0.5122088023526871,1.0,2,0.0,full_matrix,
0.95,ours,transxion,topology_lr,0.034626053244592,2960,,1.0,0.0,0.0,0.0,0.512762629136032,1.0,0,0.0,full_matrix,
0.95,ours,transxion,topology_lr,0.037202551151739,2960,,1.0,0.0,0.0,0.0,0.546131158261574,1.0,1,0.0,full_matrix,
0.95,ours,transxion,topology_lr,0.039549093082277,2960,,1.0,0.0,0.0,0.0,0.5233238424408131,1.0,2,0.0,full_matrix,
,none,transxion,graphsage_lite,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,transxion,graphsage_lite,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,transxion,graphsage_lite,,0,,1.0,,,,,1.0,2,,full_matrix,
0.06554054054054,random_graph,transxion,graphsage_lite,0.009940562178573,2960,,1.0,0.9344594594594592,0.246971894184318,0.2182641574971,0.56337150999795,1.0,0,0.05,full_matrix,
0.073986486486486,random_graph,transxion,graphsage_lite,0.010494427583164,2960,,1.0,0.926013513513513,0.23951462626927,0.212584753064343,0.553156247833238,1.0,1,0.05,full_matrix,
0.081756756756756,random_graph,transxion,graphsage_lite,0.010589324539115,2960,,1.0,0.918243243243243,0.237870028920639,0.210748399381558,0.5564979958589901,1.0,2,0.05,full_matrix,
0.03581081081081,adv_no_projection,transxion,graphsage_lite,0.034626053244592,2960,,1.0,0.964189189189189,0.406705722856753,0.38566071054873,0.6401379622544351,1.0,0,0.02,full_matrix,
0.051013513513513,adv_no_projection,transxion,graphsage_lite,0.037202551151739,2960,,1.0,0.948986486486486,0.402162753895344,0.391239481726193,0.6850806850747001,1.0,1,0.02,full_matrix,
0.038851351351351,adv_no_projection,transxion,graphsage_lite,0.039549093082277,2960,,1.0,0.961148648648648,0.400711999026796,0.385508816186904,0.644903916084128,1.0,2,0.02,full_matrix,
0.95,random_feasible,transxion,graphsage_lite,0.009940562178573,2960,,1.0,0.0,0.0,0.0,0.5157655662513501,1.0,0,0.0,full_matrix,
0.95,random_feasible,transxion,graphsage_lite,0.010494427583164,2960,,1.0,0.0,0.0,0.0,0.5082316196351291,1.0,1,0.0,full_matrix,
0.95,random_feasible,transxion,graphsage_lite,0.010589324539115,2960,,1.0,0.0,0.0,0.0,0.5122088023526871,1.0,2,0.0,full_matrix,
0.95,ours,transxion,graphsage_lite,0.034626053244592,2960,,1.0,0.0,0.0,0.0,0.512762629136032,1.0,0,0.0,full_matrix,
0.95,ours,transxion,graphsage_lite,0.037202551151739,2960,,1.0,0.0,0.0,0.0,0.546131158261574,1.0,1,0.0,full_matrix,
0.95,ours,transxion,graphsage_lite,0.039549093082277,2960,,1.0,0.0,0.0,0.0,0.5233238424408131,1.0,2,0.0,full_matrix,
,none,amlnet,logistic,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,amlnet,logistic,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,amlnet,logistic,,0,,1.0,,,,,1.0,2,,full_matrix,
0.08042328042328,random_graph,amlnet,logistic,6.528855374968152e-08,945,,1.0,0.919576719576719,0.231864157396635,0.197684907023666,2.125973567008035,1.0,0,0.05,full_matrix,
0.079365079365079,random_graph,amlnet,logistic,6.619045188528e-08,945,,1.0,0.92063492063492,0.242802214500012,0.207611881279298,2.107959146404066,1.0,1,0.05,full_matrix,
0.071957671957671,random_graph,amlnet,logistic,7.441118393345838e-08,945,,1.0,0.928042328042328,0.236392900738821,0.208603575451169,2.057744939732427,1.0,2,0.05,full_matrix,
0.045502645502645,adv_no_projection,amlnet,logistic,6.782880771970058e-08,945,,1.0,0.954497354497354,0.392679968472878,0.3700194993698,2.198473733407751,1.0,0,0.02,full_matrix,
0.037037037037037,adv_no_projection,amlnet,logistic,7.113717276546309e-08,945,,1.0,0.962962962962962,0.402489358442384,0.381823674699623,2.120998065618256,1.0,1,0.02,full_matrix,
0.031746031746031,adv_no_projection,amlnet,logistic,7.546205556244527e-08,945,,1.0,0.968253968253968,0.403695970413356,0.396639908793439,2.071955222753036,1.0,2,0.02,full_matrix,
0.949206349206349,random_feasible,amlnet,logistic,6.528855374968152e-08,945,,1.0,0.0,0.0,0.0,2.123461694869438,1.0,0,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,logistic,6.619045188528e-08,945,,1.0,0.0,0.0,0.0,2.10336911487487,1.0,1,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,logistic,7.441118393345838e-08,945,,1.0,0.0,0.0,0.0,2.057826528920229,1.0,2,0.0,full_matrix,
0.949206349206349,ours,amlnet,logistic,6.782880771970058e-08,945,,1.0,0.0,0.0,0.0,2.161030207988391,1.0,0,0.0,full_matrix,
0.949206349206349,ours,amlnet,logistic,7.113717276546309e-08,945,,1.0,0.0,0.0,0.0,2.071644706471208,1.0,1,0.0,full_matrix,
0.949206349206349,ours,amlnet,logistic,7.546205556244527e-08,945,,1.0,0.0,0.0,0.0,2.064777922256317,1.0,2,0.0,full_matrix,
,none,amlnet,random_forest,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,amlnet,random_forest,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,amlnet,random_forest,,0,,1.0,,,,,1.0,2,,full_matrix,
0.08042328042328,random_graph,amlnet,random_forest,6.528855374968152e-08,945,,1.0,0.919576719576719,0.231864157396635,0.197684907023666,2.125973567008035,1.0,0,0.05,full_matrix,
0.079365079365079,random_graph,amlnet,random_forest,6.619045188528e-08,945,,1.0,0.92063492063492,0.242802214500012,0.207611881279298,2.107959146404066,1.0,1,0.05,full_matrix,
0.071957671957671,random_graph,amlnet,random_forest,7.441118393345838e-08,945,,1.0,0.928042328042328,0.236392900738821,0.208603575451169,2.057744939732427,1.0,2,0.05,full_matrix,
0.045502645502645,adv_no_projection,amlnet,random_forest,6.782880771970058e-08,945,,1.0,0.954497354497354,0.392679968472878,0.3700194993698,2.198473733407751,1.0,0,0.02,full_matrix,
0.037037037037037,adv_no_projection,amlnet,random_forest,7.113717276546309e-08,945,,1.0,0.962962962962962,0.402489358442384,0.381823674699623,2.120998065618256,1.0,1,0.02,full_matrix,
0.031746031746031,adv_no_projection,amlnet,random_forest,7.546205556244527e-08,945,,1.0,0.968253968253968,0.403695970413356,0.396639908793439,2.071955222753036,1.0,2,0.02,full_matrix,
0.949206349206349,random_feasible,amlnet,random_forest,6.528855374968152e-08,945,,1.0,0.0,0.0,0.0,2.123461694869438,1.0,0,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,random_forest,6.619045188528e-08,945,,1.0,0.0,0.0,0.0,2.10336911487487,1.0,1,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,random_forest,7.441118393345838e-08,945,,1.0,0.0,0.0,0.0,2.057826528920229,1.0,2,0.0,full_matrix,
0.949206349206349,ours,amlnet,random_forest,6.782880771970058e-08,945,,1.0,0.0,0.0,0.0,2.161030207988391,1.0,0,0.0,full_matrix,
0.949206349206349,ours,amlnet,random_forest,7.113717276546309e-08,945,,1.0,0.0,0.0,0.0,2.071644706471208,1.0,1,0.0,full_matrix,
0.949206349206349,ours,amlnet,random_forest,7.546205556244527e-08,945,,1.0,0.0,0.0,0.0,2.064777922256317,1.0,2,0.0,full_matrix,
,none,amlnet,lightgbm,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,amlnet,lightgbm,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,amlnet,lightgbm,,0,,1.0,,,,,1.0,2,,full_matrix,
0.08042328042328,random_graph,amlnet,lightgbm,6.528855374968152e-08,945,,1.0,0.919576719576719,0.231864157396635,0.197684907023666,2.125973567008035,1.0,0,0.05,full_matrix,
0.079365079365079,random_graph,amlnet,lightgbm,6.619045188528e-08,945,,1.0,0.92063492063492,0.242802214500012,0.207611881279298,2.107959146404066,1.0,1,0.05,full_matrix,
0.071957671957671,random_graph,amlnet,lightgbm,7.441118393345838e-08,945,,1.0,0.928042328042328,0.236392900738821,0.208603575451169,2.057744939732427,1.0,2,0.05,full_matrix,
0.045502645502645,adv_no_projection,amlnet,lightgbm,6.782880771970058e-08,945,,1.0,0.954497354497354,0.392679968472878,0.3700194993698,2.198473733407751,1.0,0,0.02,full_matrix,
0.037037037037037,adv_no_projection,amlnet,lightgbm,7.113717276546309e-08,945,,1.0,0.962962962962962,0.402489358442384,0.381823674699623,2.120998065618256,1.0,1,0.02,full_matrix,
0.031746031746031,adv_no_projection,amlnet,lightgbm,7.546205556244527e-08,945,,1.0,0.968253968253968,0.403695970413356,0.396639908793439,2.071955222753036,1.0,2,0.02,full_matrix,
0.949206349206349,random_feasible,amlnet,lightgbm,6.528855374968152e-08,945,,1.0,0.0,0.0,0.0,2.123461694869438,1.0,0,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,lightgbm,6.619045188528e-08,945,,1.0,0.0,0.0,0.0,2.10336911487487,1.0,1,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,lightgbm,7.441118393345838e-08,945,,1.0,0.0,0.0,0.0,2.057826528920229,1.0,2,0.0,full_matrix,
0.949206349206349,ours,amlnet,lightgbm,6.782880771970058e-08,945,,1.0,0.0,0.0,0.0,2.161030207988391,1.0,0,0.0,full_matrix,
0.949206349206349,ours,amlnet,lightgbm,7.113717276546309e-08,945,,1.0,0.0,0.0,0.0,2.071644706471208,1.0,1,0.0,full_matrix,
0.949206349206349,ours,amlnet,lightgbm,7.546205556244527e-08,945,,1.0,0.0,0.0,0.0,2.064777922256317,1.0,2,0.0,full_matrix,
,none,amlnet,xgboost,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,amlnet,xgboost,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,amlnet,xgboost,,0,,1.0,,,,,1.0,2,,full_matrix,
0.08042328042328,random_graph,amlnet,xgboost,6.528855374968152e-08,945,,1.0,0.919576719576719,0.231864157396635,0.197684907023666,2.125973567008035,1.0,0,0.05,full_matrix,
0.079365079365079,random_graph,amlnet,xgboost,6.619045188528e-08,945,,1.0,0.92063492063492,0.242802214500012,0.207611881279298,2.107959146404066,1.0,1,0.05,full_matrix,
0.071957671957671,random_graph,amlnet,xgboost,7.441118393345838e-08,945,,1.0,0.928042328042328,0.236392900738821,0.208603575451169,2.057744939732427,1.0,2,0.05,full_matrix,
0.045502645502645,adv_no_projection,amlnet,xgboost,6.782880771970058e-08,945,,1.0,0.954497354497354,0.392679968472878,0.3700194993698,2.198473733407751,1.0,0,0.02,full_matrix,
0.037037037037037,adv_no_projection,amlnet,xgboost,7.113717276546309e-08,945,,1.0,0.962962962962962,0.402489358442384,0.381823674699623,2.120998065618256,1.0,1,0.02,full_matrix,
0.031746031746031,adv_no_projection,amlnet,xgboost,7.546205556244527e-08,945,,1.0,0.968253968253968,0.403695970413356,0.396639908793439,2.071955222753036,1.0,2,0.02,full_matrix,
0.949206349206349,random_feasible,amlnet,xgboost,6.528855374968152e-08,945,,1.0,0.0,0.0,0.0,2.123461694869438,1.0,0,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,xgboost,6.619045188528e-08,945,,1.0,0.0,0.0,0.0,2.10336911487487,1.0,1,0.0,full_matrix,
0.949206349206349,random_feasible,amlnet,xgboost,7.441118393345838e-08,945,,1.0,0.0,0.0,0.0,2.057826528920229,1.0,2,0.0,full_matrix,
0.949206349206349,ours,amlnet,xgboost,6.782880771970058e-08,945,,1.0,0.0,0.0,0.0,2.161030207988391,1.0,0,0.0,full_matrix,
0.949206349206349,ours,amlnet,xgboost,7.113717276546309e-08,945,,1.0,0.0,0.0,0.0,2.071644706471208,1.0,1,0.0,full_matrix,
0.949206349206349,ours,amlnet,xgboost,7.546205556244527e-08,945,,1.0,0.0,0.0,0.0,2.064777922256317,1.0,2,0.0,full_matrix,
,none,amlnet,topology_lr,,0,,1.0,,,,,1.0,0,,full_matrix,
,none,amlnet,topology_lr,,0,,1.0,,,,,1.0,1,,full_matrix,
,none,amlnet,topology_lr,,0,,1.0,,,,,1.0,2,,full_matrix,
0.08042328042328,random_graph,amlnet,topology_lr,6.528855374968152e-08,945,,1.0,0.919576719576719,0.231864157396635,0.197684907023666,2.125973567008035,1.0,0,0.05,full_matrix,
0.079365079365079,random_graph,amlnet,topology_lr,6.619045188528e-08,945,,1.0,0.92063492063492,0.242802214500012,0.207611881279298,2.107959146404066,1.0,1,0.05,full_matrix,
