dataset,detector,label_fraction,heldout_typology,adv_no_projection_v2,boundary_projected_v2,hard_projected_v2,none,random_feasible_v2
amlnet,pyg_sage,1,,0.303102962788782,0.2968670919955347,0.2965021499906697,0.315541581876986,0.3063775400314997
transxion,pyg_sage,1,,0.002004660721723,0.0018841614187290001,0.0018785910027216666,0.0014710527876333334,0.001422075226315
