dataset,augmentation,detector_hardness,detector_hardness,ledger_violation_rate,ledger_violation_rate,mean_flow_residual,mean_flow_residual,profile_drift,profile_drift,temporal_violation_rate,temporal_violation_rate,acceptance_rate,acceptance_rate
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
amlnet,curriculum_projected_v2,3.6817325214025463,0.06752790151280315,0.0,0.0,0.0,0.0,0.9080164791254518,0.027153108700660313,0.0,0.0,0.949152542372881,0.0
amlnet,plausible_hard_projected_v2,5.317675508358151,0.35046879798020375,0.0,0.0,0.0,0.0,0.4470661255811594,0.04180833784796454,0.0,0.0,0.949152542372881,0.0
amlnet,plausible_typology_projected_v2,5.7622522626206445,0.2949865375445987,0.0,0.0,0.0,0.0,0.46051033837275906,0.0377734973691541,0.0,0.0,0.949152542372881,0.0
amlnet,random_feasible_v2,0.02382521886517767,0.01130527953961805,0.0,0.0,0.0,0.0,2.109827497659918,0.05410946119374514,0.0,0.0,0.949152542372881,0.0
amlnet,typology_projected_v2,7.0915027501489485,0.09137829101687356,0.0,0.0,0.0,0.0,0.7283344747598871,0.008891389072800923,0.0,0.0,0.949152542372881,0.0
transxion,curriculum_projected_v2,3.1713594586846248,0.029464659989359626,0.0,0.0,0.0,0.0,0.3788616863997707,0.008055545047391574,0.0,0.0,0.9500000000000001,0.0
transxion,plausible_hard_projected_v2,3.9722921058392493,0.05453352012996906,0.0,0.0,0.0,0.0,0.21327592120545236,0.004771114683105252,0.0,0.0,0.9500000000000001,0.0
transxion,plausible_typology_projected_v2,3.9693183599931476,0.047132946089587686,0.0,0.0,0.0,0.0,0.21421239825284402,0.003839685490567584,0.0,0.0,0.9500000000000001,0.0
transxion,random_feasible_v2,0.030141803112140004,0.0004479134876557685,0.0,0.0,0.0,0.0,0.5172266947020131,0.0047343753084663626,0.0,0.0,0.9500000000000001,0.0
transxion,typology_projected_v2,5.326966282172993,0.03750360717117819,0.0,0.0,0.0,0.0,0.4836233745797347,0.014371480276422172,0.0,0.0,0.9500000000000001,0.0
