dataset,detector,label_fraction,heldout_typology,curriculum_projected_v2,none,plausible_hard_projected_v2,plausible_typology_projected_v2,random_feasible_v2,smote_repaired_v2,typology_projected_v2
amlnet,lightgbm,1,layering,0.9353706414171526,0.9201704697092635,0.9340289334997571,0.9304223724346329,0.9205365853055468,0.9264067935454967,0.9259408246750891
amlnet,xgboost,1,layering,0.9319790681859643,0.9309448375660432,0.9298011579152631,0.9364967447624645,0.9280405717790249,0.9325530760089583,0.9358422318422317
