augmentation,auprc,auroc,brier,candidate_multiplier,dataset,detector,ece,f1,heldout_typology,label_fraction,mcc,precision_at_0_5,precision_at_k,recall_at_0_5pct_fpr,recall_at_1pct_fpr,rho,seed,test_positives,train_positives,train_rows,training_seconds,val_auprc,val_auroc,val_brier,val_ece,val_f1,val_mcc,val_positives,val_precision_at_0_5,val_precision_at_k,val_recall_at_0_5pct_fpr,val_recall_at_1pct_fpr,run_name,eval_subset,heldout_train_positives
hard_projected_v2,0.265285162879363,0.930292504115798,0.002971047856132,10,transxion,lightgbm,0.007738445922411,0.356667722521381,,1.0,0.393430068396524,0.249667405764966,0.366962305986696,0.6818181818181811,0.728381374722838,1.0,1,902,5920,1820462,62.19561505317688,0.314022451130472,0.94979480376756,0.002662298946196,0.007161209166985,0.379782379782379,0.424936474191483,779,0.26135265700483,0.391527599486521,0.7483953786906291,0.7907573812580231,cikm_v2_main,,
hard_projected_v2,0.26879589988865,0.922459000101208,0.002876010873222,10,transxion,lightgbm,0.00726693944206,0.365618986529826,,1.0,0.401869336411452,0.257220216606498,0.383592017738359,0.687361419068736,0.729490022172949,1.0,2,902,5920,1820462,51.61114549636841,0.3112580426442,0.94849404889183,0.002585687252248,0.006767467362734,0.382842963488124,0.427063898445327,779,0.264446620959843,0.394094993581514,0.7496790757381251,0.7843388960205391,cikm_v2_main,,
boundary_projected_v2,0.265930840035006,0.932535716792298,0.00297485951246,10,transxion,lightgbm,0.007203981519491,0.356379635449402,,1.0,0.394045847825595,0.248684210526315,0.365853658536585,0.695121951219512,0.732815964523281,1.0,0,902,5920,1820462,53.31742572784424,0.319302575754048,0.951763253807892,0.002672904572518,0.006759149313918,0.373360938578329,0.419962484825334,779,0.255309108069844,0.404364569961489,0.758664955070603,0.7907573812580231,cikm_v2_main,,
boundary_projected_v2,0.266074740855758,0.933994629921791,0.00303405158283,10,transxion,lightgbm,0.00806650767732,0.352276295133438,,1.0,0.389592555259019,0.245729303547963,0.374722838137472,0.687361419068736,0.736141906873614,1.0,1,902,5920,1820462,50.590718030929565,0.32008992231437,0.94985153589778,0.002730638444809,0.007473950051591,0.37593984962406,0.424172831569267,779,0.256171401956217,0.413350449293966,0.7560975609756091,0.7907573812580231,cikm_v2_main,,
boundary_projected_v2,0.263421064645296,0.923799347926196,0.002903680354546,10,transxion,lightgbm,0.007301298956279,0.362760834670947,,1.0,0.398595719934418,0.255309534568459,0.365853658536585,0.696230598669623,0.7261640798226161,1.0,2,902,5920,1820462,52.24877285957336,0.3188916945205,0.9466878646250012,0.002625354523155,0.006861498206862,0.379130434782608,0.4254133546734,779,0.260019083969465,0.404364569961489,0.7599486521181,0.7971758664955071,cikm_v2_main,,
none,0.247869213541449,0.932692478836528,0.003542344824696,10,transxion,xgboost,0.008624909512982,0.300668799069496,,1.0,0.34023359573544,0.203783996846669,0.361419068736141,0.61529933481153,0.6751662971175161,1.0,0,902,2960,1817502,42.4980103969574,0.310474230110912,0.9390372790879972,0.003230107427716,0.008234603884055,0.322147651006711,0.377144628010968,779,0.211284513805522,0.410783055198973,0.712451861360718,0.7483953786906291,cikm_v2_main,,
none,0.254183692997883,0.935067927702284,0.003482196224937,10,transxion,xgboost,0.008445918727385,0.300668799069496,,1.0,0.34023359573544,0.203783996846669,0.370288248337028,0.614190687361419,0.672949002217294,1.0,1,902,2960,1817502,31.33383655548096,0.311255259257746,0.939365284788451,0.003157401627842,0.008057859191456,0.330229671011793,0.384384622386904,779,0.217765042979942,0.421052631578947,0.712451861360718,0.7496790757381251,cikm_v2_main,,
none,0.24621649324715,0.933639952978974,0.003428631998199,10,transxion,xgboost,0.008294198300027,0.305194805194805,,1.0,0.343742127051382,0.207964601769911,0.358093126385809,0.6086474501108641,0.6718403547671841,1.0,2,902,2960,1817502,32.19252943992615,0.298066262591117,0.9389233310981,0.003129911007648,0.007958897613256,0.328414442700156,0.380760614320677,779,0.217373233582709,0.41976893453145,0.7150192554557121,0.752246469833119,cikm_v2_main,,
random_feasible_v2,0.24059487453199,0.93374692932447,0.003735855446881,10,transxion,xgboost,0.009463767985897,0.290394225430316,,1.0,0.333548507245939,0.193703703703703,0.356984478935698,0.61529933481153,0.6718403547671841,1.0,0,902,5920,1820462,45.03102207183838,0.298678714225297,0.93644736399217,0.003416890691508,0.009065937072448,0.310570071258907,0.366946766200192,779,0.202008497489378,0.404364569961489,0.707317073170731,0.740693196405648,cikm_v2_main,,
random_feasible_v2,0.245204764140309,0.9315441556730352,0.003540942992061,10,transxion,xgboost,0.008710250121003,0.294834590829947,,1.0,0.333802016208421,0.199685534591194,0.350332594235033,0.6053215077605321,0.6640798226164081,1.0,1,902,5920,1820462,45.98005509376526,0.298839197150995,0.937979237589122,0.003243547160089,0.00833515365877,0.323745410036719,0.37862771783526,779,0.212535154680594,0.41591784338896,0.707317073170731,0.754813863928113,cikm_v2_main,,
random_feasible_v2,0.242446483561032,0.9342470744141692,0.003615854132082,10,transxion,xgboost,0.008918237056567,0.29524886877828,,1.0,0.337096301827271,0.198177676537585,0.366962305986696,0.614190687361419,0.677383592017738,1.0,2,902,5920,1820462,45.93630456924439,0.296198103922327,0.939612571318138,0.00333445168129,0.008579159660329,0.313317479191438,0.370059607745954,779,0.203868471953578,0.400513478818998,0.7163029525032091,0.7560975609756091,cikm_v2_main,,
adv_no_projection_v2,0.231974271271714,0.9090873811797692,0.003396873829473,10,transxion,xgboost,0.009948016324042,0.309568480300187,,1.0,0.342495167928366,0.215592334494773,0.350332594235033,0.5898004434589801,0.6452328159645231,1.0,0,902,5920,1820462,53.28201842308045,0.298943619486173,0.9248453473961972,0.003094454740931,0.009437779377189,0.333333333333333,0.380617937527032,779,0.224038886433937,0.404364569961489,0.7034659820282411,0.7355584082156611,cikm_v2_main,,
adv_no_projection_v2,0.235778494393695,0.9118250796266952,0.003444829004235,10,transxion,xgboost,0.010035198074658,0.314676616915422,,1.0,0.348781143267938,0.21866897147796,0.35920177383592,0.595343680709534,0.6452328159645231,1.0,1,902,5920,1820462,52.36861968040466,0.301915212709246,0.92804938143679,0.003186956856726,0.009653517499586,0.324462968900288,0.373511027802542,779,0.216239316239316,0.406931964056482,0.7008985879332471,0.7355584082156611,cikm_v2_main,,
adv_no_projection_v2,0.24316563054061,0.91606640312419,0.003194790840652,10,transxion,xgboost,0.008985767052137,0.322496749024707,,1.0,0.352784434049173,0.228150873965041,0.356984478935698,0.6119733924611971,0.655210643015521,1.0,2,902,5920,1820462,57.717448472976685,0.303894693619945,0.932238774503668,0.002920679178796,0.008533835319213,0.345560507370586,0.389340558252868,779,0.235734331150608,0.404364569961489,0.704749679075738,0.739409499358151,cikm_v2_main,,
