acceptance_rate,augmentation,dataset,detector,detector_hardness,edit_distance,generated,heldout_typology,label_fraction,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,rho,seed,temporal_violation_rate,run_name,categorical_fractionality_rate,negative_feature_rate,eval_subset,heldout_train_positives
0.8571428571428571,hard_projected_v2,amlnet,lightgbm,10.253915423599793,0.449279574471373,7,,0.01,0.0,0.0,0.0,1.6428531226754322,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,hard_projected_v2,amlnet,lightgbm,8.777181808087699,0.269013001025219,7,,0.01,0.0,0.0,0.0,1.281877339380614,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,hard_projected_v2,amlnet,lightgbm,9.584162019452467,0.23890193548423,35,,0.05,0.0,0.0,0.0,1.351371608206521,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,hard_projected_v2,amlnet,lightgbm,9.392772344642037,0.370581291977158,35,,0.05,0.0,0.0,0.0,1.218977540682558,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,hard_projected_v2,amlnet,lightgbm,9.102026017518826,0.344410280150189,35,,0.05,0.0,0.0,0.0,1.3374256452371,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,hard_projected_v2,amlnet,lightgbm,7.965083101550222,0.325591054717145,177,,0.25,0.0,0.0,0.0,1.2746899987701,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,hard_projected_v2,amlnet,lightgbm,6.631820042246134,0.309822888995572,177,,0.25,0.0,0.0,0.0,1.171967476690073,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,hard_projected_v2,amlnet,lightgbm,8.087064434847962,0.274900293189803,177,,0.25,0.0,0.0,0.0,1.103649366529988,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,hard_projected_v2,amlnet,lightgbm,6.933777310869888,0.198258900933082,709,,1.0,0.0,0.0,0.0,0.7397910143239611,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_hard_projected_v2,amlnet,lightgbm,8.462439241221345,0.231698783943522,7,,0.01,0.0,0.0,0.0,2.057550337602902,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,hard_projected_v2,amlnet,lightgbm,7.254211252566344,0.197311038549882,709,,1.0,0.0,0.0,0.0,0.666660740114363,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,hard_projected_v2,amlnet,lightgbm,7.141875689523053,0.206461179070109,709,,1.0,0.0,0.0,0.0,0.755126402831773,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_hard_projected_v2,amlnet,lightgbm,7.39847103375302,0.209955593088046,7,,0.01,0.0,0.0,0.0,1.323928585064782,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_hard_projected_v2,amlnet,lightgbm,7.825096613647861,0.33697506446011,7,,0.01,0.0,0.0,0.0,1.352012773027734,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_hard_projected_v2,amlnet,lightgbm,9.18821366051736,0.187461329112431,35,,0.05,0.0,0.0,0.0,1.256247253194318,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_hard_projected_v2,amlnet,lightgbm,8.458751787850199,0.253588409719194,35,,0.05,0.0,0.0,0.0,1.064387586182334,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_hard_projected_v2,amlnet,lightgbm,8.566046228507771,0.223947582437495,35,,0.05,0.0,0.0,0.0,1.140016661411952,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_hard_projected_v2,amlnet,lightgbm,6.225269082346355,0.20614270495245,177,,0.25,0.0,0.0,0.0,0.921946252303308,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_hard_projected_v2,amlnet,lightgbm,5.492557774044237,0.184361959648096,177,,0.25,0.0,0.0,0.0,0.7831704442949161,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_hard_projected_v2,amlnet,lightgbm,6.81118503478632,0.179351820621874,177,,0.25,0.0,0.0,0.0,0.7156252900032211,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_hard_projected_v2,amlnet,lightgbm,5.643579283626283,0.157298739631364,709,,1.0,0.0,0.0,0.0,0.464028820273025,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,curriculum_projected_v2,amlnet,lightgbm,6.024398282946095,0.249993808355013,7,,0.01,0.0,0.0,0.0,2.352931943604361,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_hard_projected_v2,amlnet,lightgbm,5.746041747326015,0.154198114875684,709,,1.0,0.0,0.0,0.0,0.43977107776781,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_hard_projected_v2,amlnet,lightgbm,5.570797970894236,0.157909833653348,709,,1.0,0.0,0.0,0.0,0.450432736933564,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,curriculum_projected_v2,amlnet,lightgbm,5.436183416798599,0.233493392766039,7,,0.01,0.0,0.0,0.0,1.180495092948124,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,curriculum_projected_v2,amlnet,lightgbm,6.612873700393523,0.383597959698225,7,,0.01,0.0,0.0,0.0,1.587413939823773,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,curriculum_projected_v2,amlnet,lightgbm,6.257571677870747,0.248273548446984,35,,0.05,0.0,0.0,0.0,1.91385435933038,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,curriculum_projected_v2,amlnet,lightgbm,6.330711147919611,0.363791854893917,35,,0.05,0.0,0.0,0.0,1.582084019416004,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,curriculum_projected_v2,amlnet,lightgbm,6.331139408253652,0.292770255499309,35,,0.05,0.0,0.0,0.0,1.641514472438741,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,curriculum_projected_v2,amlnet,lightgbm,4.403618433526932,0.273209602494181,177,,0.25,0.0,0.0,0.0,1.350053989561272,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,curriculum_projected_v2,amlnet,lightgbm,3.723401553508268,0.252081914111906,177,,0.25,0.0,0.0,0.0,1.199444466099905,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,curriculum_projected_v2,amlnet,lightgbm,4.444761634809635,0.249630287708825,177,,0.25,0.0,0.0,0.0,1.109924965785382,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,curriculum_projected_v2,amlnet,lightgbm,3.802591054867444,0.230847361260025,709,,1.0,0.0,0.0,0.0,0.907913635486268,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,typology_projected_v2,amlnet,lightgbm,11.123664375006936,0.477658417707464,7,,0.01,0.0,0.0,0.0,2.122303086049888,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,typology_projected_v2,amlnet,lightgbm,8.525906634005688,0.394439871095615,7,,0.01,0.0,0.0,0.0,1.499707197398721,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,curriculum_projected_v2,amlnet,lightgbm,3.852253110759073,0.23491301404181,709,,1.0,0.0,0.0,0.0,0.8555565151747501,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,curriculum_projected_v2,amlnet,lightgbm,3.887828788204308,0.22642304249706,709,,1.0,0.0,0.0,0.0,0.9013740450501372,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,typology_projected_v2,amlnet,lightgbm,9.048473703167108,0.5211773677319741,7,,0.01,0.0,0.0,0.0,1.440031781355016,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,typology_projected_v2,amlnet,lightgbm,9.507735445793832,0.27354944397959,35,,0.05,0.0,0.0,0.0,1.463774488905465,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,typology_projected_v2,amlnet,lightgbm,9.177756268316678,0.426317954430061,35,,0.05,0.0,0.0,0.0,1.395488530913762,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,typology_projected_v2,amlnet,lightgbm,8.757029145613073,0.385511912175045,35,,0.05,0.0,0.0,0.0,1.254811817735145,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,typology_projected_v2,amlnet,lightgbm,8.14195759580361,0.376480771764267,177,,0.25,0.0,0.0,0.0,1.275308821934569,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,typology_projected_v2,amlnet,lightgbm,8.422141576695395,0.345107714999047,177,,0.25,0.0,0.0,0.0,1.088944016834467,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,typology_projected_v2,amlnet,lightgbm,6.938124946900955,0.364467053484445,177,,0.25,0.0,0.0,0.0,1.198483080948575,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,typology_projected_v2,amlnet,lightgbm,7.337237269331415,0.259152964652673,709,,1.0,0.0,0.0,0.0,0.743512967731309,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_typology_projected_v2,amlnet,lightgbm,10.233084608270683,0.38434753540413,7,,0.01,0.0,0.0,0.0,2.118652519728248,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,typology_projected_v2,amlnet,lightgbm,7.66131920210499,0.25952860435333,709,,1.0,0.0,0.0,0.0,0.6701989021726531,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_typology_projected_v2,amlnet,lightgbm,6.521468662680457,0.221774525814766,7,,0.01,0.0,0.0,0.0,1.2607492612366151,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,typology_projected_v2,amlnet,lightgbm,7.566545459945242,0.257854708961194,709,,1.0,0.0,0.0,0.0,0.7493126457214251,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_typology_projected_v2,amlnet,lightgbm,7.867630823793219,0.423057793047351,7,,0.01,0.0,0.0,0.0,1.217162108740392,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_typology_projected_v2,amlnet,lightgbm,9.223106829805364,0.233429064432407,35,,0.05,0.0,0.0,0.0,1.199244438541579,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_typology_projected_v2,amlnet,lightgbm,8.247352088196187,0.267078509352154,35,,0.05,0.0,0.0,0.0,1.069209725303351,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_typology_projected_v2,amlnet,lightgbm,8.007607090223892,0.299358468568444,35,,0.05,0.0,0.0,0.0,1.08321755620858,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_typology_projected_v2,amlnet,lightgbm,6.405744216246854,0.256472130945044,177,,0.25,0.0,0.0,0.0,0.910361528296275,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_typology_projected_v2,amlnet,lightgbm,7.222593799562855,0.246218246211053,177,,0.25,0.0,0.0,0.0,0.709404342600023,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_typology_projected_v2,amlnet,lightgbm,5.442697032556275,0.233008093880896,177,,0.25,0.0,0.0,0.0,0.737466469828705,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_typology_projected_v2,amlnet,lightgbm,5.977426348102678,0.208138809863891,709,,1.0,0.0,0.0,0.0,0.48082600475654,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_typology_projected_v2,amlnet,lightgbm,6.172269425030743,0.207750186097749,709,,1.0,0.0,0.0,0.0,0.439541036849672,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
,none,amlnet,xgboost,,,0,,0.01,,,,,0.75,1,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.01,,,,,0.75,0,,cikm_v3_label_scarcity,,,,
0.9492242595204512,plausible_typology_projected_v2,amlnet,lightgbm,5.980788286302335,0.200451615936779,709,,1.0,0.0,0.0,0.0,0.484784943804143,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
,none,amlnet,xgboost,,,0,,0.01,,,,,0.75,2,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.05,,,,,0.75,0,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.05,,,,,0.75,1,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.05,,,,,0.75,2,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.25,,,,,0.75,0,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.25,,,,,0.75,1,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,0.25,,,,,0.75,2,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,1.0,,,,,0.75,0,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,1.0,,,,,0.75,1,,cikm_v3_label_scarcity,,,,
,none,amlnet,xgboost,,,0,,1.0,,,,,0.75,2,,cikm_v3_label_scarcity,,,,
0.8571428571428571,random_feasible_v2,amlnet,xgboost,0.000107516433269,0.050268505232637,7,,0.01,0.0,0.0,0.0,1.9089230450491632,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,random_feasible_v2,amlnet,xgboost,0.0077518361787,0.015113627388984,7,,0.01,0.0,0.0,0.0,1.683723423209569,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,random_feasible_v2,amlnet,xgboost,0.0153349613647,0.058750872450264,7,,0.01,0.0,0.0,0.0,1.3647610107211952,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,random_feasible_v2,amlnet,xgboost,0.5532478132898321,0.037576170025514,35,,0.05,0.0,0.0,0.0,2.453715827533382,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,random_feasible_v2,amlnet,xgboost,0.013369790863937,0.027304598424092,35,,0.05,0.0,0.0,0.0,2.277168083331672,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,random_feasible_v2,amlnet,xgboost,0.029212676182409,0.024674605441442,35,,0.05,0.0,0.0,0.0,2.222730667300033,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.021075890292977,0.020944513874113,177,,0.25,0.0,0.0,0.0,2.190046887221649,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.006973070426609,0.023279874463249,177,,0.25,0.0,0.0,0.0,2.079159238092598,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.0307868927012,0.023978990287734,177,,0.25,0.0,0.0,0.0,2.149956404791655,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,random_feasible_v2,amlnet,xgboost,0.020916933595946,0.018054752629796,709,,1.0,0.0,0.0,0.0,2.074340083239419,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,random_feasible_v2,amlnet,xgboost,0.007401120952844,0.017302782702185,709,,1.0,0.0,0.0,0.0,2.077392356667773,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,random_feasible_v2,amlnet,xgboost,0.010388084060244,0.018370265410673,709,,1.0,0.0,0.0,0.0,2.112825082858865,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,hard_projected_v2,amlnet,xgboost,6.880200741168969,0.227143988781509,7,,0.01,0.0,0.0,0.0,2.232525391103784,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,hard_projected_v2,amlnet,xgboost,4.88619360768646,0.355946132573393,7,,0.01,0.0,0.0,0.0,2.059345839372556,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,hard_projected_v2,amlnet,xgboost,5.117487973644627,0.234801640335939,7,,0.01,0.0,0.0,0.0,1.53631352301457,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,hard_projected_v2,amlnet,xgboost,5.368551749028383,0.20115231574381,35,,0.05,0.0,0.0,0.0,1.318724435005475,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,hard_projected_v2,amlnet,xgboost,6.737869228538586,0.3385525393753,35,,0.05,0.0,0.0,0.0,1.316922311990823,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,hard_projected_v2,amlnet,xgboost,5.157609766184458,0.297407587887123,35,,0.05,0.0,0.0,0.0,1.782366510915312,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,hard_projected_v2,amlnet,xgboost,3.541465110606045,0.223450629106168,177,,0.25,0.0,0.0,0.0,1.021547987248813,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,hard_projected_v2,amlnet,xgboost,4.838731356872109,0.240419551058539,177,,0.25,0.0,0.0,0.0,0.8560418188746031,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,hard_projected_v2,amlnet,xgboost,2.6312477722133583,0.294667438861762,177,,0.25,0.0,0.0,0.0,1.053423749213799,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,hard_projected_v2,amlnet,xgboost,8.149845624569762,0.166837025449528,709,,1.0,0.0,0.0,0.0,0.412957384131624,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,hard_projected_v2,amlnet,xgboost,7.86863744260036,0.162225234401862,709,,1.0,0.0,0.0,0.0,0.398097028335246,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_hard_projected_v2,amlnet,xgboost,6.504592935772897,0.225858909711197,7,,0.01,0.0,0.0,0.0,2.089860600414908,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,hard_projected_v2,amlnet,xgboost,8.149642060234097,0.147193916963436,709,,1.0,0.0,0.0,0.0,0.403238815095089,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_hard_projected_v2,amlnet,xgboost,3.102315348594961,0.225424224493626,7,,0.01,0.0,0.0,0.0,1.2523727517092311,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_hard_projected_v2,amlnet,xgboost,4.150849639164408,0.234401779932169,7,,0.01,0.0,0.0,0.0,1.503339222196265,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_hard_projected_v2,amlnet,xgboost,4.779197865590152,0.160465946498063,35,,0.05,0.0,0.0,0.0,1.123110701224889,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_hard_projected_v2,amlnet,xgboost,5.471712343995606,0.230085084312655,35,,0.05,0.0,0.0,0.0,1.165143152840001,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_hard_projected_v2,amlnet,xgboost,4.566565227258409,0.197011666542057,35,,0.05,0.0,0.0,0.0,1.451338625151591,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_hard_projected_v2,amlnet,xgboost,2.686075407710834,0.162841366643528,177,,0.25,0.0,0.0,0.0,0.6459125221181521,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_hard_projected_v2,amlnet,xgboost,4.301943225478415,0.145792593105319,177,,0.25,0.0,0.0,0.0,0.562903085526125,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,plausible_hard_projected_v2,amlnet,xgboost,1.92557009027868,0.158648934364006,177,,0.25,0.0,0.0,0.0,0.5134594475483371,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_hard_projected_v2,amlnet,xgboost,7.77555287070743,0.131465024679144,709,,1.0,0.0,0.0,0.0,0.321820622486704,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_hard_projected_v2,amlnet,xgboost,7.528366412347127,0.132189963870746,709,,1.0,0.0,0.0,0.0,0.314103664306902,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,plausible_hard_projected_v2,amlnet,xgboost,7.841814546572887,0.122491308520281,709,,1.0,0.0,0.0,0.0,0.324729358331781,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,curriculum_projected_v2,amlnet,xgboost,3.140071122880609,0.164013803663195,7,,0.01,0.0,0.0,0.0,2.332356985585217,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,curriculum_projected_v2,amlnet,xgboost,2.473609483154287,0.198640207207832,7,,0.01,0.0,0.0,0.0,1.549471519938332,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,curriculum_projected_v2,amlnet,xgboost,2.444765076164142,0.340470523296848,7,,0.01,0.0,0.0,0.0,1.886061626324215,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,curriculum_projected_v2,amlnet,xgboost,3.193696005774595,0.222005786468476,35,,0.05,0.0,0.0,0.0,1.928762955680821,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,curriculum_projected_v2,amlnet,xgboost,3.576051932161204,0.312365949216962,35,,0.05,0.0,0.0,0.0,1.51536303756323,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,curriculum_projected_v2,amlnet,xgboost,3.102625950980508,0.248127291928718,35,,0.05,0.0,0.0,0.0,1.8479168202539271,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,curriculum_projected_v2,amlnet,xgboost,2.22272580929953,0.246337363454691,177,,0.25,0.0,0.0,0.0,1.222904228009715,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,curriculum_projected_v2,amlnet,xgboost,2.644163284069935,0.195966599087901,177,,0.25,0.0,0.0,0.0,0.945678101481589,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,curriculum_projected_v2,amlnet,xgboost,1.752576617316276,0.244612031385974,177,,0.25,0.0,0.0,0.0,1.13152026092365,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,curriculum_projected_v2,amlnet,xgboost,4.359493947905471,0.195214575435846,709,,1.0,0.0,0.0,0.0,0.581923596698214,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,curriculum_projected_v2,amlnet,xgboost,4.215154365901276,0.185636345473491,709,,1.0,0.0,0.0,0.0,0.545433878484882,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,typology_projected_v2,amlnet,xgboost,8.859154773178224,0.5006466363630471,7,,0.01,0.0,0.0,0.0,2.096566579739071,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,curriculum_projected_v2,amlnet,xgboost,4.430546839041118,0.173941803301948,709,,1.0,0.0,0.0,0.0,0.548492050798407,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,typology_projected_v2,amlnet,xgboost,4.951336760810782,0.428602235053487,7,,0.01,0.0,0.0,0.0,1.840325099706544,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,typology_projected_v2,amlnet,xgboost,5.006967818848521,0.326298424229282,7,,0.01,0.0,0.0,0.0,1.660096294032989,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,typology_projected_v2,amlnet,xgboost,6.055674120902906,0.255009871040765,35,,0.05,0.0,0.0,0.0,1.458676600057057,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,typology_projected_v2,amlnet,xgboost,6.577235979224449,0.379843004428253,35,,0.05,0.0,0.0,0.0,1.438473944039667,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,typology_projected_v2,amlnet,xgboost,5.7418298807763,0.433311365088733,35,,0.05,0.0,0.0,0.0,1.699603018002894,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,typology_projected_v2,amlnet,xgboost,3.976505017270076,0.306109669451508,177,,0.25,0.0,0.0,0.0,1.053079417583743,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,typology_projected_v2,amlnet,xgboost,5.805515678345843,0.313248001021947,177,,0.25,0.0,0.0,0.0,0.871017124028114,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.949152542372881,typology_projected_v2,amlnet,xgboost,3.048507772537565,0.334650675383377,177,,0.25,0.0,0.0,0.0,1.14477471346576,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,typology_projected_v2,amlnet,xgboost,11.201823790224712,0.382673795474056,709,,1.0,0.0,0.0,0.0,0.337329706444504,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,typology_projected_v2,amlnet,xgboost,10.483013725373928,0.36467437639066,709,,1.0,0.0,0.0,0.0,0.360288531367578,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.9492242595204512,typology_projected_v2,amlnet,xgboost,11.241018185053631,0.367345571890468,709,,1.0,0.0,0.0,0.0,0.350119494535185,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_typology_projected_v2,amlnet,xgboost,8.040832398901067,0.35408462091926,7,,0.01,0.0,0.0,0.0,2.006910929136734,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_typology_projected_v2,amlnet,xgboost,3.775249858177631,0.260733708746751,7,,0.01,0.0,0.0,0.0,1.236832796387533,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.8571428571428571,plausible_typology_projected_v2,amlnet,xgboost,4.289913072953521,0.315079056671066,7,,0.01,0.0,0.0,0.0,1.534362628515056,0.75,2,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_typology_projected_v2,amlnet,xgboost,5.607123713103187,0.210112978506086,35,,0.05,0.0,0.0,0.0,1.191604506197893,0.75,0,0.0,cikm_v3_label_scarcity,0.0,0.0,,
0.942857142857142,plausible_typology_projected_v2,amlnet,xgboost,5.823821118817972,0.278060931340458,35,,0.05,0.0,0.0,0.0,1.129312927337552,0.75,1,0.0,cikm_v3_label_scarcity,0.0,0.0,,
