dataset,heldout_typology,seed,augmentation,generated,nn_distance_to_heldout_positive,nn_distance_to_train_positive,heldout_positive_count,train_positive_count,synthetic_log_amount_mean,synthetic_log_amount_std,synthetic_sender_tx_count_mean,synthetic_receiver_tx_count_mean,synthetic_pair_tx_count_mean,synthetic_sender_total_out_mean,synthetic_receiver_total_in_mean,synthetic_pair_total_amount_mean,heldout_positive_log_amount_mean,heldout_positive_log_amount_std,heldout_positive_sender_tx_count_mean,heldout_positive_receiver_tx_count_mean,heldout_positive_pair_tx_count_mean,heldout_positive_sender_total_out_mean,heldout_positive_receiver_total_in_mean,heldout_positive_pair_total_amount_mean,train_positive_log_amount_mean,train_positive_log_amount_std,train_positive_sender_tx_count_mean,train_positive_receiver_tx_count_mean,train_positive_pair_tx_count_mean,train_positive_sender_total_out_mean,train_positive_receiver_total_in_mean,train_positive_pair_total_amount_mean,detector_hardness,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,edit_distance,categorical_fractionality_rate,negative_feature_rate,temporal_violation_rate,acceptance_rate
amlnet,structuring,2,random_feasible_v2,568,2.1837865742651643,0.2616996032132811,133,757,8.336053231272233,1.5058838759010704,35.46126937866211,24.82570457458496,2.0985915660858154,63408.74609375,13318.6201171875,3414.67138671875,8.582168950471702,0.9320084014914173,97.91728973388672,66.42857360839844,5.796992301940918,75184.6875,12422.1630859375,1570.43896484375,8.293175936317432,1.5374911855674132,33.623512268066406,24.56538963317871,1.9233818054199219,63417.03515625,14300.8623046875,3864.98046875,0.008929585468652293,0.0,0.0,0.0,1.7499557506609236,0.01777583215670717,0.0,0.0,0.0,0.948943661971831
amlnet,structuring,2,hard_projected_v2,568,0.8060735784360187,0.3709582883113323,133,757,5.6440521514589745,0.8364486052837069,38.709800720214844,28.185991287231445,3.2378737926483154,35500.0625,10403.3076171875,1058.498779296875,8.582168950471702,0.9320084014914173,97.91728973388672,66.42857360839844,5.796992301940918,75184.6875,12422.1630859375,1570.43896484375,8.293175936317432,1.5374911855674132,33.623512268066406,24.56538963317871,1.9233818054199219,63417.03515625,14300.8623046875,3864.98046875,8.268900476272266,0.0,0.0,0.0,0.6372221692673107,0.1944125834570629,0.0,0.0,0.0,0.948943661971831
amlnet,structuring,2,plausible_hard_projected_v2,568,0.8116115856491793,0.322799476711881,133,757,5.7857769358740425,0.5024525997026583,35.03402328491211,23.68977165222168,2.4984130859375,34328.78515625,5674.39892578125,955.6045532226562,8.582168950471702,0.9320084014914173,97.91728973388672,66.42857360839844,5.796992301940918,75184.6875,12422.1630859375,1570.43896484375,8.293175936317432,1.5374911855674132,33.623512268066406,24.56538963317871,1.9233818054199219,63417.03515625,14300.8623046875,3864.98046875,6.631098230387217,0.0,0.0,0.0,0.4078646566801074,0.14508441620000473,0.0,0.0,0.0,0.948943661971831
amlnet,structuring,2,curriculum_projected_v2,568,1.0936102266185699,0.44687112629561176,133,757,6.5318428545136875,1.0815089291344502,35.09980010986328,23.03951644897461,3.0021722316741943,42928.28125,7629.27294921875,2915.9697265625,8.582168950471702,0.9320084014914173,97.91728973388672,66.42857360839844,5.796992301940918,75184.6875,12422.1630859375,1570.43896484375,8.293175936317432,1.5374911855674132,33.623512268066406,24.56538963317871,1.9233818054199219,63417.03515625,14300.8623046875,3864.98046875,3.941018429147724,0.0,0.0,0.0,0.6885593871846541,0.22959987293783146,0.0,0.0,0.0,0.948943661971831
amlnet,structuring,2,typology_projected_v2,568,0.8245039230617702,0.3896541698767774,133,757,5.669104925378185,0.8408341650170786,39.818641662597656,29.80461883544922,5.118470191955566,36763.453125,11818.763671875,1104.7259521484375,8.582168950471702,0.9320084014914173,97.91728973388672,66.42857360839844,5.796992301940918,75184.6875,12422.1630859375,1570.43896484375,8.293175936317432,1.5374911855674132,33.623512268066406,24.56538963317871,1.9233818054199219,63417.03515625,14300.8623046875,3864.98046875,8.548024457645537,0.0,0.0,0.0,0.6313739731484107,0.23140160192238918,0.0,0.0,0.0,0.948943661971831
amlnet,structuring,2,plausible_typology_projected_v2,568,0.8434623380632303,0.348280364829091,133,757,5.777299927705148,0.48818858110325014,37.55849075317383,25.86834716796875,4.559301376342773,37910.9375,5805.0693359375,1160.9912109375,8.582168950471702,0.9320084014914173,97.91728973388672,66.42857360839844,5.796992301940918,75184.6875,12422.1630859375,1570.43896484375,8.293175936317432,1.5374911855674132,33.623512268066406,24.56538963317871,1.9233818054199219,63417.03515625,14300.8623046875,3864.98046875,7.250873593729056,0.0,0.0,0.0,0.41485322711528927,0.19237394737356586,0.0,0.0,0.0,0.948943661971831
amlnet,integration,0,random_feasible_v2,685,5.883445477714069,0.2804800382709726,22,913,8.298045704714045,1.427444955067766,35.35474395751953,23.788320541381836,2.043795585632324,59454.57421875,7726.65673828125,3671.6787109375,10.904861869767078,0.5412932966604305,85.31818389892578,237.5454559326172,0.0,51369.42578125,462727.375,0.0,8.301956984735618,1.3712004506385254,34.3964958190918,22.53121566772461,1.9835706949234009,58566.09375,7175.15673828125,3396.113037109375,0.013573909299437484,0.0,0.0,0.0,1.7667081227410733,0.020947047156147976,0.0,0.0,0.0,0.948905109489051
amlnet,integration,0,hard_projected_v2,685,6.618413416287724,0.3471405350365543,22,913,5.875725728025891,0.9214702040733179,38.97384262084961,27.28913688659668,2.708742618560791,34558.2734375,10063.6826171875,809.9136962890625,10.904861869767078,0.5412932966604305,85.31818389892578,237.5454559326172,0.0,51369.42578125,462727.375,0.0,8.301956984735618,1.3712004506385254,34.3964958190918,22.53121566772461,1.9835706949234009,58566.09375,7175.15673828125,3396.113037109375,7.6857340569010875,0.0,0.0,0.0,0.7169870688454331,0.2416178249556691,0.0,0.0,0.0,0.948905109489051
amlnet,integration,0,plausible_hard_projected_v2,685,6.664541280247837,0.33420549538840405,22,913,5.899312168258094,0.5618702634271937,37.11206817626953,24.30177879333496,2.4415223598480225,36335.5078125,5770.75341796875,1053.6368408203125,10.904861869767078,0.5412932966604305,85.31818389892578,237.5454559326172,0.0,51369.42578125,462727.375,0.0,8.301956984735618,1.3712004506385254,34.3964958190918,22.53121566772461,1.9835706949234009,58566.09375,7175.15673828125,3396.113037109375,6.018727502025497,0.0,0.0,0.0,0.48307978105976995,0.18148618917585996,0.0,0.0,0.0,0.948905109489051
amlnet,integration,0,curriculum_projected_v2,685,6.533741484433752,0.36951363269594717,22,913,6.5312355572603416,1.0121170417353453,36.10972213745117,25.679302215576172,2.7163610458374023,37220.10546875,9988.5732421875,1409.99853515625,10.904861869767078,0.5412932966604305,85.31818389892578,237.5454559326172,0.0,51369.42578125,462727.375,0.0,8.301956984735618,1.3712004506385254,34.3964958190918,22.53121566772461,1.9835706949234009,58566.09375,7175.15673828125,3396.113037109375,3.7672180938247104,0.0,0.0,0.0,0.7335972750258032,0.2650892524342185,0.0,0.0,0.0,0.948905109489051
