acceptance_rate,augmentation,dataset,detector,detector_hardness,generated,heldout_typology,label_fraction,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,rho,seed,temporal_violation_rate
0.072466216216216,random_graph,transxion,lightgbm,0.009902297275068,5920,,1,0.927533783783783,0.23665775497795402,0.20945492306729002,0.5622216356306461,2,0,0.05
0.072128378378378,random_graph,transxion,lightgbm,0.010526448357589,5920,,1,0.9278716216216211,0.23666096223054503,0.208666763957253,0.5622728258617721,2,1,0.05
0.07398648648648601,random_graph,transxion,lightgbm,0.010348679217261,5920,,1,0.926013513513513,0.24148799540232102,0.21175755442471403,0.560290442447767,2,2,0.05
0.038006756756756,adv_no_projection,transxion,lightgbm,0.034714841753458,5920,,1,0.9619932432432431,0.39986203877991106,0.380676831105187,0.6551176003856071,2,0,0.02
0.036655405405405,adv_no_projection,transxion,lightgbm,0.037395842447196,5920,,1,0.9633445945945941,0.399352207175642,0.38308618376860004,0.6628365213632561,2,1,0.02
0.040878378378378,adv_no_projection,transxion,lightgbm,0.038781944243332006,5920,,1,0.9591216216216211,0.40335847773235506,0.38221464587956805,0.658426578399908,2,2,0.02
0.9500000000000001,random_feasible,transxion,lightgbm,0.009902297275068,5920,,1,0.0,0.0,0.0,0.5147713513420581,2,0,0.0
0.9500000000000001,random_feasible,transxion,lightgbm,0.010526448357589,5920,,1,0.0,0.0,0.0,0.515578829888601,2,1,0.0
0.9500000000000001,random_feasible,transxion,lightgbm,0.010348679217261,5920,,1,0.0,0.0,0.0,0.5141224812370341,2,2,0.0
0.9500000000000001,ours,transxion,lightgbm,0.034714841753458,5920,,1,0.0,0.0,0.0,0.523423799553298,2,0,0.0
0.9500000000000001,ours,transxion,lightgbm,0.037395842447196,5920,,1,0.0,0.0,0.0,0.531534144689313,2,1,0.0
0.9500000000000001,ours,transxion,lightgbm,0.038781944243332006,5920,,1,0.0,0.0,0.0,0.5235243049355001,2,2,0.0
0.072466216216216,random_graph,transxion,graphsage_lite,0.009902297275068,5920,,1,0.927533783783783,0.23665775497795402,0.20945492306729002,0.5622216356306461,2,0,0.05
0.072128378378378,random_graph,transxion,graphsage_lite,0.010526448357589,5920,,1,0.9278716216216211,0.23666096223054503,0.208666763957253,0.5622728258617721,2,1,0.05
0.07398648648648601,random_graph,transxion,graphsage_lite,0.010348679217261,5920,,1,0.926013513513513,0.24148799540232102,0.21175755442471403,0.560290442447767,2,2,0.05
0.038006756756756,adv_no_projection,transxion,graphsage_lite,0.034714841753458,5920,,1,0.9619932432432431,0.39986203877991106,0.380676831105187,0.6551176003856071,2,0,0.02
0.036655405405405,adv_no_projection,transxion,graphsage_lite,0.037395842447196,5920,,1,0.9633445945945941,0.399352207175642,0.38308618376860004,0.6628365213632561,2,1,0.02
0.040878378378378,adv_no_projection,transxion,graphsage_lite,0.038781944243332006,5920,,1,0.9591216216216211,0.40335847773235506,0.38221464587956805,0.658426578399908,2,2,0.02
0.9500000000000001,random_feasible,transxion,graphsage_lite,0.009902297275068,5920,,1,0.0,0.0,0.0,0.5147713513420581,2,0,0.0
0.9500000000000001,random_feasible,transxion,graphsage_lite,0.010526448357589,5920,,1,0.0,0.0,0.0,0.515578829888601,2,1,0.0
0.9500000000000001,random_feasible,transxion,graphsage_lite,0.010348679217261,5920,,1,0.0,0.0,0.0,0.5141224812370341,2,2,0.0
0.9500000000000001,ours,transxion,graphsage_lite,0.034714841753458,5920,,1,0.0,0.0,0.0,0.523423799553298,2,0,0.0
0.9500000000000001,ours,transxion,graphsage_lite,0.037395842447196,5920,,1,0.0,0.0,0.0,0.531534144689313,2,1,0.0
0.9500000000000001,ours,transxion,graphsage_lite,0.038781944243332006,5920,,1,0.0,0.0,0.0,0.5235243049355001,2,2,0.0
0.072486772486772,random_graph,amlnet,lightgbm,7.007314750826017e-08,1890,,1,0.9275132275132271,0.242376697108577,0.21805833602333802,2.152524451109288,2,0,0.05
0.07037037037037,random_graph,amlnet,lightgbm,7.522309064445661e-08,1890,,1,0.929629629629629,0.24070310172973103,0.216340242124499,2.094900693836639,2,1,0.05
0.06825396825396801,random_graph,amlnet,lightgbm,7.440830297285016e-08,1890,,1,0.9317460317460311,0.240865353947247,0.214593231726618,2.082962074991677,2,2,0.05
0.046560846560846005,adv_no_projection,amlnet,lightgbm,7.115116510214687e-08,1890,,1,0.9534391534391531,0.399962396311057,0.385347573458983,2.151240677746482,2,0,0.02
0.037566137566137005,adv_no_projection,amlnet,lightgbm,7.423928802789464e-08,1890,,1,0.9624338624338621,0.400556507788606,0.38968097892520404,2.140484382256153,2,1,0.02
0.039153439153439,adv_no_projection,amlnet,lightgbm,7.514164542334255e-08,1890,,1,0.9608465608465601,0.40083620926588304,0.384426655810898,2.119988325765993,2,2,0.02
0.9497354497354491,random_feasible,amlnet,lightgbm,7.007314750826017e-08,1890,,1,0.0,0.0,0.0,2.149828473904955,2,0,0.0
0.9497354497354491,random_feasible,amlnet,lightgbm,7.522309064445661e-08,1890,,1,0.0,0.0,0.0,2.080199150560052,2,1,0.0
0.9497354497354491,random_feasible,amlnet,lightgbm,7.440830297285016e-08,1890,,1,0.0,0.0,0.0,2.078770011899105,2,2,0.0
0.9497354497354491,ours,amlnet,lightgbm,7.115116510214687e-08,1890,,1,0.0,0.0,0.0,2.129990263883895,2,0,0.0
0.9497354497354491,ours,amlnet,lightgbm,7.423928802789464e-08,1890,,1,0.0,0.0,0.0,2.096184860808128,2,1,0.0
0.9497354497354491,ours,amlnet,lightgbm,7.514164542334255e-08,1890,,1,0.0,0.0,0.0,2.058489831670579,2,2,0.0
0.072486772486772,random_graph,amlnet,graphsage_lite,7.007314750826017e-08,1890,,1,0.9275132275132271,0.242376697108577,0.21805833602333802,2.152524451109288,2,0,0.05
0.07037037037037,random_graph,amlnet,graphsage_lite,7.522309064445661e-08,1890,,1,0.929629629629629,0.24070310172973103,0.216340242124499,2.094900693836639,2,1,0.05
0.06825396825396801,random_graph,amlnet,graphsage_lite,7.440830297285016e-08,1890,,1,0.9317460317460311,0.240865353947247,0.214593231726618,2.082962074991677,2,2,0.05
0.046560846560846005,adv_no_projection,amlnet,graphsage_lite,7.115116510214687e-08,1890,,1,0.9534391534391531,0.399962396311057,0.385347573458983,2.151240677746482,2,0,0.02
0.037566137566137005,adv_no_projection,amlnet,graphsage_lite,7.423928802789464e-08,1890,,1,0.9624338624338621,0.400556507788606,0.38968097892520404,2.140484382256153,2,1,0.02
0.039153439153439,adv_no_projection,amlnet,graphsage_lite,7.514164542334255e-08,1890,,1,0.9608465608465601,0.40083620926588304,0.384426655810898,2.119988325765993,2,2,0.02
0.9497354497354491,random_feasible,amlnet,graphsage_lite,7.007314750826017e-08,1890,,1,0.0,0.0,0.0,2.149828473904955,2,0,0.0
0.9497354497354491,random_feasible,amlnet,graphsage_lite,7.522309064445661e-08,1890,,1,0.0,0.0,0.0,2.080199150560052,2,1,0.0
0.9497354497354491,random_feasible,amlnet,graphsage_lite,7.440830297285016e-08,1890,,1,0.0,0.0,0.0,2.078770011899105,2,2,0.0
0.9497354497354491,ours,amlnet,graphsage_lite,7.115116510214687e-08,1890,,1,0.0,0.0,0.0,2.129990263883895,2,0,0.0
0.9497354497354491,ours,amlnet,graphsage_lite,7.423928802789464e-08,1890,,1,0.0,0.0,0.0,2.096184860808128,2,1,0.0
0.9497354497354491,ours,amlnet,graphsage_lite,7.514164542334255e-08,1890,,1,0.0,0.0,0.0,2.058489831670579,2,2,0.0
