dataset,augmentation,detector_hardness,detector_hardness,ledger_violation_rate,ledger_violation_rate,mean_flow_residual,mean_flow_residual,profile_drift,profile_drift,temporal_violation_rate,temporal_violation_rate,acceptance_rate,acceptance_rate
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
amlnet,hard_projected_v2,9.09269190315462,0.24715509833914487,0.0,0.0,0.0,0.0,0.503404151072767,0.09899652392179031,0.0,0.0,0.949206349206349,0.0
amlnet,random_feasible_v2,0.019530493508795002,0.00788677427980648,0.0,0.0,0.0,0.0,2.106755373719416,0.00765899051405324,0.0,0.0,0.949206349206349,0.0
amlnet,v2_amount_only,0.6008207114272485,0.17275627852264294,0.0,0.0,0.0,0.0,0.3358111579723005,0.10544747821161327,0.0,0.0,0.949206349206349,0.0
amlnet,v2_no_hard,0.03743078096669967,0.016379518542906448,0.0,0.0,0.0,0.0,2.1115287249510377,0.007784447699205506,0.0,0.0,0.949206349206349,0.0
amlnet,v2_no_ledger,3.4571890184078455,0.6041111023998685,0.9663139329805993,0.007374580828189339,0.44981380470023735,0.006158005255468144,0.6051348259392492,0.08210045008001393,0.02,0.0,0.033686067019399836,0.007374580828189355
amlnet,v2_no_profile,2.979535017503095,0.7906418982073424,0.0,0.0,0.0,0.0,0.6124510055738283,0.07626750939596368,0.0,0.0,1.0,0.0
amlnet,v2_no_temporal,1.4696933096623968,0.6898472865310393,0.0,0.0,0.0,0.0,0.3320860930816965,0.027082232610919053,0.08,0.0,0.949206349206349,0.0
amlnet,v2_topology_only,0.7150219180327956,0.47219341549068267,0.0,0.0,0.0,0.0,0.42440273521344785,0.09008914006354349,0.0,0.0,0.9523809523809521,0.0034125958722954946
transxion,hard_projected_v2,5.530126175122984,0.8405265838971183,0.0,0.0,0.0,0.0,0.50509998367937,0.0132299896443203,0.0,0.0,0.9500000000000001,0.0
transxion,random_feasible_v2,0.042564645280582174,0.015509291769937164,0.0,0.0,0.0,0.0,0.5142753229000441,0.0021791048190584225,0.0,0.0,0.9500000000000001,0.0
transxion,v2_amount_only,0.6816382858075635,0.34194734123213183,0.0,0.0,0.0,0.0,0.43780010850086964,0.0667602243849696,0.0,0.0,0.9500000000000001,0.0
transxion,v2_no_hard,0.0493762453391165,0.014403603705466134,0.0,0.0,0.0,0.0,0.5385330187300105,0.003137394918098788,0.0,0.0,0.9500000000000001,0.0
transxion,v2_no_ledger,1.4736420502080867,0.21549609753258486,0.9711711711711707,0.004196085576008722,0.4672716724259822,0.01917776477239686,0.7420037141005471,0.01897661225447697,0.02,0.0,0.028828828828828337,0.004196085576008757
transxion,v2_no_profile,2.8754284184951993,0.2417793961823927,0.0,0.0,0.0,0.0,0.7020510510420782,0.02554919243893535,0.0,0.0,1.0,0.0
transxion,v2_no_temporal,2.561916736875375,0.13359579815752642,0.0,0.0,0.0,0.0,0.5977779010756242,0.029099961186757943,0.08,0.0,0.9500000000000001,0.0
transxion,v2_topology_only,1.828356569826693,0.1807523489639624,0.0,0.0,0.0,0.0,0.471589598664895,0.009297687443418648,0.0,0.0,0.9542229729729724,0.005993170876189573
