dataset,detector,label_fraction,heldout_typology,adv_no_projection_v2,boundary_projected_v2,hard_projected_v2,none
amlnet,lightgbm,1,integration,7.418781149486803e-05,0.00013024561936666668,0.00012638952681900002,0.00015827864059733335
amlnet,pyg_sage,1,integration,0.038673508796299334,0.033857360117063,0.031430749997909006,0.061962468698148004
amlnet,xgboost,1,integration,0.00022772229240566668,0.00022901041938200003,0.000268930824501,0.0003099703218573334
