dataset,detector,augmentation,label_fraction,heldout_typology,auprc,auprc,auroc,auroc,recall_at_1pct_fpr,recall_at_1pct_fpr,precision_at_k,precision_at_k,ece,ece,training_seconds,training_seconds
,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
amlnet,lightgbm,adv_no_projection_v2,1,integration,7.418781149486803e-05,1.5601456905828417e-05,0.5763063373540107,0.09666181017377612,0.0,0.0,0.0,0.0,0.0005019672798743333,1.3623862499370178e-05,13.198564132054647,0.22674577899254683
amlnet,lightgbm,boundary_projected_v2,1,integration,0.00013024561936666668,1.8746814058391246e-05,0.7675230563042161,0.03688556593774011,0.0,0.0,0.0,0.0,0.00035702159836900003,1.8717191782152385e-05,13.37077776590983,0.13957710076961677
amlnet,lightgbm,hard_projected_v2,1,integration,0.00012638952681900002,7.421431964304026e-06,0.7586759156983165,0.009647544102993368,0.0,0.0,0.0,0.0,0.00035473753154533334,1.3399950207925022e-05,11.825722297032675,0.9750170911122238
amlnet,lightgbm,none,1,integration,0.00015827864059733335,2.1842251515137732e-05,0.7997393776049716,0.029811245042523204,0.0,0.0,0.0,0.0,0.00022563400926033333,5.879888139898361e-06,10.811178843180338,0.6648526955287442
amlnet,pyg_sage,adv_no_projection_v2,1,integration,0.038673508796299334,0.03256800929359569,0.9976195820262448,0.0006889417375916545,1.0,0.0,0.05128205128205101,0.08882311833686503,0.152478940299096,0.05709052963537826,18.8668208916982,2.138447188893582
amlnet,pyg_sage,boundary_projected_v2,1,integration,0.033857360117063,0.020534640133879036,0.9978962871323578,0.0005299922225928039,1.0,0.0,0.02564102564102534,0.04441155916843222,0.154918448963173,0.06159078052702369,19.354175090789795,1.1948139741875181
amlnet,pyg_sage,hard_projected_v2,1,integration,0.031430749997909006,0.019625435811667088,0.9978561687211883,0.0005546362560752876,1.0,0.0,0.02564102564102534,0.04441155916843222,0.15396375983666935,0.06042509788862621,18.310089270273846,0.1211068198329933
amlnet,pyg_sage,none,1,integration,0.061962468698148004,0.07025160553308753,0.9975804651025784,0.0004270197058635412,1.0,0.0,0.07692307692307634,0.07692307692307651,0.12497280020441566,0.04786984221033882,20.427631616592407,2.4021355733844425
amlnet,xgboost,adv_no_projection_v2,1,integration,0.00022772229240566668,3.0624635648351694e-05,0.8674983725828062,0.016868128110155988,0.0,0.0,0.0,0.0,0.00041117391320600005,5.319905374692557e-05,12.783077955245972,0.12403912707192077
amlnet,xgboost,boundary_projected_v2,1,integration,0.00022901041938200003,3.014330368726255e-05,0.8647727359754928,0.021003634492609315,0.0,0.0,0.0,0.0,0.000400241610736,0.00011706120380908118,14.043348550796509,0.43621076770023726
amlnet,xgboost,hard_projected_v2,1,integration,0.000268930824501,9.614003221752949e-05,0.8796223213891218,0.03733933847060878,0.0,0.0,0.0,0.0,0.00040156122506433337,0.00013397276301670182,13.773844957351685,0.08229979766350132
amlnet,xgboost,none,1,integration,0.0003099703218573334,3.452973009335444e-05,0.8983618020883958,0.010058052089083083,0.0,0.0,0.0,0.0,0.000241982229597,5.3386294100835985e-06,12.559041261672974,0.022414026547791222
