acceptance_rate,augmentation,dataset,detector,detector_hardness,edit_distance,generated,heldout_typology,label_fraction,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,rho,seed,temporal_violation_rate
,none,amlnet,lightgbm,,,0,integration,1,,,,,1,1,
,none,amlnet,lightgbm,,,0,integration,1,,,,,1,0,
,none,amlnet,lightgbm,,,0,integration,1,,,,,1,2,
0.024096385542168003,adv_no_projection_v2,amlnet,lightgbm,3.469713218989973,0.057617533245446,913,integration,1,0.975903614457831,0.45820840137518404,0.451478453143687,0.596460502575608,1,0,0.02
0.029572836801752003,adv_no_projection_v2,amlnet,lightgbm,3.404410341688599,0.057553195252471004,913,integration,1,0.9704271631982471,0.47533519228199206,0.48518984392440806,0.627106067767638,1,1,0.02
0.028477546549835003,adv_no_projection_v2,amlnet,lightgbm,3.38607529824605,0.056741591264356,913,integration,1,0.9715224534501641,0.45180818719201105,0.450768413843296,0.64664633578786,1,2,0.02
0.949616648411829,hard_projected_v2,amlnet,lightgbm,10.130250045158517,0.251359596886372,913,integration,1,0.0,0.0,0.0,0.566674283376414,1,0,0.0
0.949616648411829,hard_projected_v2,amlnet,lightgbm,10.255400867557482,0.226885521363438,913,integration,1,0.0,0.0,0.0,0.562632230481796,1,1,0.0
0.949616648411829,hard_projected_v2,amlnet,lightgbm,10.128937708705461,0.241233566892797,913,integration,1,0.0,0.0,0.0,0.6118185168719,1,2,0.0
0.949616648411829,boundary_projected_v2,amlnet,lightgbm,10.135536824814418,0.24582868998975602,913,integration,1,0.0,0.0,0.0,0.5614564535555271,1,0,0.0
0.949616648411829,boundary_projected_v2,amlnet,lightgbm,10.24203014774264,0.22614350080348203,913,integration,1,0.0,0.0,0.0,0.566080348725998,1,1,0.0
0.949616648411829,boundary_projected_v2,amlnet,lightgbm,10.051264264555716,0.236966233619004,913,integration,1,0.0,0.0,0.0,0.610326497126787,1,2,0.0
,none,amlnet,xgboost,,,0,integration,1,,,,,1,0,
,none,amlnet,xgboost,,,0,integration,1,,,,,1,1,
,none,amlnet,xgboost,,,0,integration,1,,,,,1,2,
0.030668127053669003,adv_no_projection_v2,amlnet,xgboost,4.652189089881169,0.041447594050019,913,integration,1,0.96933187294633,0.450936164778835,0.45883599602449604,0.495718911276504,1,0,0.02
0.044906900328587004,adv_no_projection_v2,amlnet,xgboost,3.9321345350351162,0.040696121298442,913,integration,1,0.9550930996714121,0.45287791591809706,0.457716235574382,0.51329093885802,1,1,0.02
0.024096385542168003,adv_no_projection_v2,amlnet,xgboost,4.314974725102927,0.042555484178015,913,integration,1,0.975903614457831,0.45103055822560706,0.44622895241258403,0.5114757208064511,1,2,0.02
0.949616648411829,hard_projected_v2,amlnet,xgboost,9.122682500107377,0.19927728169399703,913,integration,1,0.0,0.0,0.0,0.39392745304728904,1,0,0.0
0.949616648411829,hard_projected_v2,amlnet,xgboost,8.995426219844504,0.21671635331830702,913,integration,1,0.0,0.0,0.0,0.44747311561484004,1,1,0.0
0.949616648411829,hard_projected_v2,amlnet,xgboost,9.08021220700599,0.20924787440547502,913,integration,1,0.0,0.0,0.0,0.399999507439786,1,2,0.0
0.949616648411829,boundary_projected_v2,amlnet,xgboost,9.103045595148872,0.19867123901084902,913,integration,1,0.0,0.0,0.0,0.38941492637137604,1,0,0.0
0.949616648411829,boundary_projected_v2,amlnet,xgboost,8.967240606324987,0.21625196203812302,913,integration,1,0.0,0.0,0.0,0.44345975838710106,1,1,0.0
0.949616648411829,boundary_projected_v2,amlnet,xgboost,9.068195987691128,0.20807207307921602,913,integration,1,0.0,0.0,0.0,0.39563897389294805,1,2,0.0
,none,amlnet,pyg_sage,,,0,integration,1,,,,,1,0,
,none,amlnet,pyg_sage,,,0,integration,1,,,,,1,1,
,none,amlnet,pyg_sage,,,0,integration,1,,,,,1,2,
0.024096385542168003,adv_no_projection_v2,amlnet,pyg_sage,3.469713218989973,0.057617533245446,913,integration,1,0.975903614457831,0.45820840137518404,0.451478453143687,0.596460502575608,1,0,0.02
0.029572836801752003,adv_no_projection_v2,amlnet,pyg_sage,3.404410341688599,0.057553195252471004,913,integration,1,0.9704271631982471,0.47533519228199206,0.48518984392440806,0.627106067767638,1,1,0.02
0.028477546549835003,adv_no_projection_v2,amlnet,pyg_sage,3.38607529824605,0.056741591264356,913,integration,1,0.9715224534501641,0.45180818719201105,0.450768413843296,0.64664633578786,1,2,0.02
0.949616648411829,hard_projected_v2,amlnet,pyg_sage,10.130250045158517,0.251359596886372,913,integration,1,0.0,0.0,0.0,0.566674283376414,1,0,0.0
0.949616648411829,hard_projected_v2,amlnet,pyg_sage,10.255400867557482,0.226885521363438,913,integration,1,0.0,0.0,0.0,0.562632230481796,1,1,0.0
0.949616648411829,hard_projected_v2,amlnet,pyg_sage,10.128937708705461,0.241233566892797,913,integration,1,0.0,0.0,0.0,0.6118185168719,1,2,0.0
0.949616648411829,boundary_projected_v2,amlnet,pyg_sage,10.135536824814418,0.24582868998975602,913,integration,1,0.0,0.0,0.0,0.5614564535555271,1,0,0.0
0.949616648411829,boundary_projected_v2,amlnet,pyg_sage,10.24203014774264,0.22614350080348203,913,integration,1,0.0,0.0,0.0,0.566080348725998,1,1,0.0
0.949616648411829,boundary_projected_v2,amlnet,pyg_sage,10.051264264555716,0.236966233619004,913,integration,1,0.0,0.0,0.0,0.610326497126787,1,2,0.0
