augmentation,auprc,auroc,brier,candidate_multiplier,dataset,detector,ece,f1,heldout_typology,label_fraction,mcc,precision_at_0_5,precision_at_k,recall_at_0_5pct_fpr,recall_at_1pct_fpr,rho,seed,test_positives,train_positives,train_rows,training_seconds,val_auprc,val_auroc,val_brier,val_ece,val_f1,val_mcc,val_positives,val_precision_at_0_5,val_precision_at_k,val_recall_at_0_5pct_fpr,val_recall_at_1pct_fpr
none,0.557203699675202,0.8590229412812761,0.027181715101886002,8,ellipticpp,lightgbm,0.027995466659746,0.602985074626865,,1,0.61227665908823,0.8178137651821861,0.5035460992907801,0.475177304964539,0.49172576832151305,1,0,423,3138,27938,7.21570897102356,0.952496487318895,0.9846955782860741,0.013018170196488,0.01060233750049,0.928270042194092,0.9209771845755311,984,0.964912280701754,0.9065040650406501,0.8983739837398371,0.9044715447154471
none,0.552780822846482,0.8473932779679131,0.027546448858956,8,ellipticpp,lightgbm,0.028276003544168003,0.604444444444444,,1,0.6119738893869391,0.8095238095238091,0.49881796690307306,0.48226950354609904,0.48463356973995203,1,1,423,3138,27938,7.391549348831177,0.953176304522038,0.9843595498927731,0.012769733676117001,0.009787839453663,0.930599369085173,0.9234067590259871,984,0.964052287581699,0.9115853658536581,0.9014227642276421,0.9115853658536581
none,0.5531070365174711,0.8467755360367181,0.027507580718465003,8,ellipticpp,lightgbm,0.028634170712387,0.610119047619047,,1,0.61917989395641,0.8232931726907631,0.5059101654846331,0.48463356973995203,0.486997635933806,1,2,423,3138,27938,6.511154413223267,0.9524164883401001,0.983984232776653,0.013023468420571001,0.010526110772041,0.9300368227248811,0.9228065695805391,984,0.9640130861504901,0.9095528455284551,0.9004065040650401,0.905487804878048
random_feasible_v2,0.5547220535817431,0.849827814076431,0.027472594635976,8,ellipticpp,lightgbm,0.028356644525109,0.601769911504424,,1,0.6080335483153421,0.8,0.5082742316784871,0.47990543735224506,0.48936170212765906,1,0,423,6276,31076,7.9099249839782715,0.9544432135632591,0.9848151526598711,0.012210743635922,0.009588142536415,0.9352290679304891,0.928646681122368,984,0.9704918032786881,0.9176829268292681,0.9075203252032521,0.918699186991869
random_feasible_v2,0.551236798394371,0.842410390190587,0.027597439374200002,8,ellipticpp,lightgbm,0.027683653828362003,0.5970588235294111,,1,0.60229595501348,0.78988326848249,0.501182033096926,0.475177304964539,0.486997635933806,1,1,423,6276,31076,7.346083402633667,0.9532879829296441,0.9835976903111571,0.012235933556095,0.009900729236725001,0.9348054679284961,0.928094071683328,984,0.9684095860566441,0.9176829268292681,0.908536585365853,0.9176829268292681
random_feasible_v2,0.553918725902364,0.8562759442303751,0.027678270176809003,8,ellipticpp,lightgbm,0.028065724146778003,0.6000000000000001,,1,0.605443948102061,0.793774319066147,0.49881796690307306,0.477541371158392,0.486997635933806,1,2,423,6276,31076,7.84349799156189,0.9538213863674201,0.9853138266044681,0.012803172127061,0.009521640131264001,0.92898474487112,0.9216341724686761,984,0.9629225736095961,0.91260162601626,0.8983739837398371,0.9115853658536581
hard_projected_v2,0.550344461664779,0.8403633056506231,0.027689897657907,8,ellipticpp,lightgbm,0.028024807306788004,0.6000000000000001,,1,0.6090673451314781,0.8137651821862341,0.49172576832151305,0.475177304964539,0.477541371158392,1,0,423,6276,31076,9.469259977340698,0.955392953833987,0.9838323245160651,0.011344550491920001,0.008342220645214001,0.9381551362683431,0.931676507318363,984,0.968614718614718,0.921747967479674,0.9166666666666661,0.9227642276422761
hard_projected_v2,0.5445863678431451,0.8258733615744841,0.028154122071436003,8,ellipticpp,lightgbm,0.028569842381706,0.6014814814814811,,1,0.60879569685232,0.805555555555555,0.486997635933806,0.477541371158392,0.48226950354609904,1,1,423,6276,31076,10.550636768341064,0.9545719309669981,0.9836087936458661,0.011947319109493001,0.010193977870006001,0.9357030841610031,0.928827148864913,984,0.9634015069967701,0.918699186991869,0.91260162601626,0.918699186991869
hard_projected_v2,0.5537005867797911,0.8437977167747641,0.028039676160850003,8,ellipticpp,lightgbm,0.028990092755023,0.5911764705882351,,1,0.595999968836317,0.7821011673151751,0.49408983451536603,0.475177304964539,0.477541371158392,1,2,423,6276,31076,9.383708477020264,0.9546776095025721,0.983563892248359,0.011626089094961,0.009022377806927,0.9373695198329851,0.93061995031841,984,0.9635193133047211,0.921747967479674,0.9136178861788611,0.921747967479674
boundary_projected_v2,0.550271441064422,0.836517509779362,0.027349682888793,8,ellipticpp,lightgbm,0.026829668872515002,0.602086438152011,,1,0.6109292037210861,0.8145161290322581,0.49172576832151305,0.477541371158392,0.477541371158392,1,0,423,6276,31076,10.574228286743164,0.9545366030062071,0.9835472982536281,0.011481304998999001,0.008801772416654,0.9361256544502611,0.929366807466784,984,0.965442764578833,0.918699186991869,0.9115853658536581,0.918699186991869
