dataset,detector,augmentation,label_fraction,heldout_typology,auprc,auprc,auroc,auroc,recall_at_1pct_fpr,recall_at_1pct_fpr,precision_at_k,precision_at_k,ece,ece,training_seconds,training_seconds
,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
ellipticpp,lightgbm,boundary_projected_v2,1,,0.549223708639297,0.005541021152649018,0.8336416281298167,0.01275043299593494,0.481481481481481,0.004921196216232226,0.4933018124507484,0.0027297885068062245,0.028361293865766333,0.0013423891752979255,10.216633717219034,0.662856630143104
ellipticpp,lightgbm,hard_projected_v2,1,,0.5495438054292384,0.004609559036601175,0.836678127999957,0.009513465618489274,0.4791174152876277,0.0027297885068068334,0.49093774625689507,0.0036111707604063984,0.028528247481172334,0.00048398512472633135,9.801201740900675,0.6504378602662222
ellipticpp,lightgbm,none,1,,0.5543638530130517,0.0024647820670760626,0.8510639184286357,0.006899632950384208,0.4877856579984237,0.0036111707604068134,0.5027580772261621,0.0036111707604063984,0.02830188030543367,0.00032013734832913584,7.039470911026001,0.4659063221343872
ellipticpp,lightgbm,random_feasible_v2,1,,0.5532925259594927,0.0018250604665640564,0.8495047161657977,0.0069384213912433036,0.4877856579984237,0.0013648942534031242,0.5027580772261621,0.0049211962162322405,0.02803534083341634,0.0003375225603943056,7.699835459391276,0.3081534107803295
ellipticpp,pyg_sage,boundary_projected_v2,1,,0.08927737814672866,0.01427580282471988,0.6843459283901564,0.02722036874749274,0.0023640661938530002,0.0023640661938530002,0.03467297084318333,0.025056127810220135,0.3843133703085917,0.04562781523100475,2.716059684753418,0.13899277218054149
ellipticpp,pyg_sage,hard_projected_v2,1,,0.08908329104274566,0.015636780078404848,0.6840241601005547,0.0287115415901412,0.0023640661938530002,0.0023640661938530002,0.040189125295508006,0.03409504752211817,0.38427335915628236,0.04622122259178001,2.7205053965250645,0.04212112277223509
ellipticpp,pyg_sage,none,1,,0.08962601888751469,0.03433918474809223,0.6740764673919301,0.08208049184973909,0.0023640661938530002,0.0023640661938530002,0.029944838455476335,0.024147444359408278,0.42601680786455937,0.13719731890075604,4.364332755406697,1.5143958941816673
ellipticpp,pyg_sage,random_feasible_v2,1,,0.089522107823794,0.016830370401931437,0.6878865762347077,0.03326378361881816,0.0023640661938530002,0.0023640661938530002,0.03782505910165434,0.006254731231831184,0.394177581177978,0.06656468658251864,2.7983498573303223,0.1109942029997225
ellipticpp,xgboost,boundary_projected_v2,1,,0.558109417463419,0.0027450333721232363,0.8497514495085273,0.0035737266972806505,0.48463356973995236,0.004094682760209957,0.49802994483845503,0.004921196216232252,0.02825464667875967,0.0015117190635732134,7.8525636196136475,0.4125834067292136
ellipticpp,xgboost,hard_projected_v2,1,,0.558254912957012,0.0049877947978981055,0.8509384465239714,0.008875527181219828,0.4838455476753347,0.0027297885068068134,0.49881796690307306,0.004728132387707015,0.02770279569309067,0.001924759499278412,8.003940105438232,0.4322054531441595
ellipticpp,xgboost,none,1,,0.5502892302791631,0.0017949712001840222,0.8381660625755111,0.003969830035462784,0.48699763593380574,0.0023640661938535215,0.5051221434200158,0.002729788506806825,0.026575896247576336,0.0008160539475822418,6.3586405118306475,0.3164446946860851
ellipticpp,xgboost,random_feasible_v2,1,,0.5534951896447494,0.003059244812033024,0.8400291275647277,0.010112888576041526,0.49172576832151266,0.002364066193853487,0.5035460992907796,0.004094682760210558,0.02807197388563767,0.0006442228347811997,6.583061297734578,0.20697654866992488
