dataset,detector,label_fraction,heldout_typology,curriculum_projected_v2,hard_projected_v2,none,plausible_hard_projected_v2,plausible_typology_projected_v2,random_feasible_v2,typology_projected_v2
amlnet,lightgbm,1,integration,0.00011040695858532859,0.00011608855350274134,0.0001742692947846,0.00013002885088954705,0.00012487755248568043,0.00014653753499200002,0.0001188186533225721
amlnet,xgboost,1,integration,0.0003248393087284,0.0004182693345784,0.0003008939375394,0.0006574623861942,0.0005505173376012001,0.0002833573766242,0.00043641473136000005
