dataset,augmentation,detector_hardness,detector_hardness,ledger_violation_rate,ledger_violation_rate,mean_flow_residual,mean_flow_residual,profile_drift,profile_drift,temporal_violation_rate,temporal_violation_rate,acceptance_rate,acceptance_rate
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
amlnet,adv_no_projection_v2,4.8344048033482805,2.692835040810436,0.9755258568547422,0.023465953066348,0.4744174167537657,0.04796470892214735,0.7737137559083661,0.25240064814061774,0.02,0.0,0.02447414314525707,0.023465953066347762
amlnet,boundary_projected_v2,9.042078669441628,1.9324297494587386,0.0,0.0,0.0,0.0,0.9295197172515238,0.4091017211845458,0.0,0.0,0.9340453007744745,0.023479715895801542
amlnet,hard_projected_v2,9.093878045955801,1.9500563962606852,0.0,0.0,0.0,0.0,0.932958555621138,0.41693499417083973,0.0,0.0,0.9340453007744745,0.023479715895801542
amlnet,none,,,,,,,,,,,,
amlnet,random_feasible_v2,0.08897678463929697,0.28061570271693126,0.0,0.0,0.0,0.0,2.1794511987910856,0.31561177003159135,0.0,0.0,0.9340453007744745,0.02347971589580155
transxion,adv_no_projection_v2,1.6374409039910882,1.1030392958056778,0.972237237237237,0.014192878770654012,0.495196180671673,0.03782844136697692,0.7025794443517445,0.0842849306817512,0.02,0.0,0.0277627627627624,0.014192878770653759
transxion,boundary_projected_v2,8.111629967838814,2.6321147170993813,0.0,0.0,0.0,0.0,0.4801904713662545,0.07708502699739668,0.0,0.0,0.9457207207207204,0.006482472611258996
transxion,hard_projected_v2,8.110563247999732,2.631434686423721,0.0,0.0,0.0,0.0,0.48247859052605213,0.07801097176395372,0.0,0.0,0.9457207207207204,0.006482472611258996
transxion,none,,,,,,,,,,,,
transxion,random_feasible_v2,0.027424293662731934,0.021163956682900654,0.0,0.0,0.0,0.0,0.503662791055788,0.06578159038625453,0.0,0.0,0.9457207207207204,0.006482472611258996
