dataset,detector,label_fraction,heldout_typology,curriculum_projected_v2,hard_projected_v2,none,plausible_hard_projected_v2,plausible_typology_projected_v2,random_feasible_v2,smote_repaired_v2,typology_projected_v2
amlnet,lightgbm,1,layering,0.9497554379371559,0.9506634497090592,0.9380183064347447,0.948853287130952,0.9487544993427462,0.9398865356032818,0.9377475147989041,0.951009424370197
amlnet,xgboost,1,layering,0.9481064350282888,0.9480537520628252,0.9356572513630217,0.9478553981937319,0.9448552404311169,0.9367011820670184,0.9353580631608865,0.9447516953338925
