augmentation,auprc,auroc,brier,candidate_multiplier,dataset,detector,ece,f1,heldout_typology,label_fraction,mcc,precision_at_0_5,precision_at_k,recall_at_0_5pct_fpr,recall_at_1pct_fpr,rho,seed,test_positives,train_positives,train_rows,training_seconds,val_auprc,val_auroc,val_brier,val_ece,val_f1,val_mcc,val_positives,val_precision_at_0_5,val_precision_at_k,val_recall_at_0_5pct_fpr,val_recall_at_1pct_fpr,run_name
hard_projected_v2,0.265285162879363,0.930292504115798,0.002971047856132,10,transxion,lightgbm,0.007738445922411,0.356667722521381,,1.0,0.393430068396524,0.249667405764966,0.366962305986696,0.6818181818181811,0.728381374722838,1.0,1,902,5920,1820462,62.19561505317688,0.314022451130472,0.94979480376756,0.002662298946196,0.007161209166985,0.379782379782379,0.424936474191483,779,0.26135265700483,0.391527599486521,0.7483953786906291,0.7907573812580231,cikm_v2_main
hard_projected_v2,0.26879589988865,0.922459000101208,0.002876010873222,10,transxion,lightgbm,0.00726693944206,0.365618986529826,,1.0,0.401869336411452,0.257220216606498,0.383592017738359,0.687361419068736,0.729490022172949,1.0,2,902,5920,1820462,51.61114549636841,0.3112580426442,0.94849404889183,0.002585687252248,0.006767467362734,0.382842963488124,0.427063898445327,779,0.264446620959843,0.394094993581514,0.7496790757381251,0.7843388960205391,cikm_v2_main
boundary_projected_v2,0.265930840035006,0.932535716792298,0.00297485951246,10,transxion,lightgbm,0.007203981519491,0.356379635449402,,1.0,0.394045847825595,0.248684210526315,0.365853658536585,0.695121951219512,0.732815964523281,1.0,0,902,5920,1820462,53.31742572784424,0.319302575754048,0.951763253807892,0.002672904572518,0.006759149313918,0.373360938578329,0.419962484825334,779,0.255309108069844,0.404364569961489,0.758664955070603,0.7907573812580231,cikm_v2_main
boundary_projected_v2,0.266074740855758,0.933994629921791,0.00303405158283,10,transxion,lightgbm,0.00806650767732,0.352276295133438,,1.0,0.389592555259019,0.245729303547963,0.374722838137472,0.687361419068736,0.736141906873614,1.0,1,902,5920,1820462,50.590718030929565,0.32008992231437,0.94985153589778,0.002730638444809,0.007473950051591,0.37593984962406,0.424172831569267,779,0.256171401956217,0.413350449293966,0.7560975609756091,0.7907573812580231,cikm_v2_main
boundary_projected_v2,0.263421064645296,0.923799347926196,0.002903680354546,10,transxion,lightgbm,0.007301298956279,0.362760834670947,,1.0,0.398595719934418,0.255309534568459,0.365853658536585,0.696230598669623,0.7261640798226161,1.0,2,902,5920,1820462,52.24877285957336,0.3188916945205,0.9466878646250012,0.002625354523155,0.006861498206862,0.379130434782608,0.4254133546734,779,0.260019083969465,0.404364569961489,0.7599486521181,0.7971758664955071,cikm_v2_main
none,0.247869213541449,0.932692478836528,0.003542344824696,10,transxion,xgboost,0.008624909512982,0.300668799069496,,1.0,0.34023359573544,0.203783996846669,0.361419068736141,0.61529933481153,0.6751662971175161,1.0,0,902,2960,1817502,42.4980103969574,0.310474230110912,0.9390372790879972,0.003230107427716,0.008234603884055,0.322147651006711,0.377144628010968,779,0.211284513805522,0.410783055198973,0.712451861360718,0.7483953786906291,cikm_v2_main
none,0.254183692997883,0.935067927702284,0.003482196224937,10,transxion,xgboost,0.008445918727385,0.300668799069496,,1.0,0.34023359573544,0.203783996846669,0.370288248337028,0.614190687361419,0.672949002217294,1.0,1,902,2960,1817502,31.33383655548096,0.311255259257746,0.939365284788451,0.003157401627842,0.008057859191456,0.330229671011793,0.384384622386904,779,0.217765042979942,0.421052631578947,0.712451861360718,0.7496790757381251,cikm_v2_main
none,0.24621649324715,0.933639952978974,0.003428631998199,10,transxion,xgboost,0.008294198300027,0.305194805194805,,1.0,0.343742127051382,0.207964601769911,0.358093126385809,0.6086474501108641,0.6718403547671841,1.0,2,902,2960,1817502,32.19252943992615,0.298066262591117,0.9389233310981,0.003129911007648,0.007958897613256,0.328414442700156,0.380760614320677,779,0.217373233582709,0.41976893453145,0.7150192554557121,0.752246469833119,cikm_v2_main
random_feasible_v2,0.24059487453199,0.93374692932447,0.003735855446881,10,transxion,xgboost,0.009463767985897,0.290394225430316,,1.0,0.333548507245939,0.193703703703703,0.356984478935698,0.61529933481153,0.6718403547671841,1.0,0,902,5920,1820462,45.03102207183838,0.298678714225297,0.93644736399217,0.003416890691508,0.009065937072448,0.310570071258907,0.366946766200192,779,0.202008497489378,0.404364569961489,0.707317073170731,0.740693196405648,cikm_v2_main
random_feasible_v2,0.245204764140309,0.9315441556730352,0.003540942992061,10,transxion,xgboost,0.008710250121003,0.294834590829947,,1.0,0.333802016208421,0.199685534591194,0.350332594235033,0.6053215077605321,0.6640798226164081,1.0,1,902,5920,1820462,45.98005509376526,0.298839197150995,0.937979237589122,0.003243547160089,0.00833515365877,0.323745410036719,0.37862771783526,779,0.212535154680594,0.41591784338896,0.707317073170731,0.754813863928113,cikm_v2_main
random_feasible_v2,0.242446483561032,0.9342470744141692,0.003615854132082,10,transxion,xgboost,0.008918237056567,0.29524886877828,,1.0,0.337096301827271,0.198177676537585,0.366962305986696,0.614190687361419,0.677383592017738,1.0,2,902,5920,1820462,45.93630456924439,0.296198103922327,0.939612571318138,0.00333445168129,0.008579159660329,0.313317479191438,0.370059607745954,779,0.203868471953578,0.400513478818998,0.7163029525032091,0.7560975609756091,cikm_v2_main
adv_no_projection_v2,0.231974271271714,0.9090873811797692,0.003396873829473,10,transxion,xgboost,0.009948016324042,0.309568480300187,,1.0,0.342495167928366,0.215592334494773,0.350332594235033,0.5898004434589801,0.6452328159645231,1.0,0,902,5920,1820462,53.28201842308045,0.298943619486173,0.9248453473961972,0.003094454740931,0.009437779377189,0.333333333333333,0.380617937527032,779,0.224038886433937,0.404364569961489,0.7034659820282411,0.7355584082156611,cikm_v2_main
adv_no_projection_v2,0.235778494393695,0.9118250796266952,0.003444829004235,10,transxion,xgboost,0.010035198074658,0.314676616915422,,1.0,0.348781143267938,0.21866897147796,0.35920177383592,0.595343680709534,0.6452328159645231,1.0,1,902,5920,1820462,52.36861968040466,0.301915212709246,0.92804938143679,0.003186956856726,0.009653517499586,0.324462968900288,0.373511027802542,779,0.216239316239316,0.406931964056482,0.7008985879332471,0.7355584082156611,cikm_v2_main
adv_no_projection_v2,0.24316563054061,0.91606640312419,0.003194790840652,10,transxion,xgboost,0.008985767052137,0.322496749024707,,1.0,0.352784434049173,0.228150873965041,0.356984478935698,0.6119733924611971,0.655210643015521,1.0,2,902,5920,1820462,57.717448472976685,0.303894693619945,0.932238774503668,0.002920679178796,0.008533835319213,0.345560507370586,0.389340558252868,779,0.235734331150608,0.404364569961489,0.704749679075738,0.739409499358151,cikm_v2_main
hard_projected_v2,0.240917708968905,0.886885487728418,0.003691887465602,10,transxion,xgboost,0.01641215885783,0.313629402756508,,1.0,0.349230745765166,0.216673719847651,0.348115299334811,0.617516629711751,0.666297117516629,1.0,0,902,5920,1820462,61.14221501350403,0.298119962986829,0.9296682255590992,0.003379234864874,0.015144209694134,0.330764290301862,0.380604290353301,779,0.220556745182012,0.397946084724005,0.706033376123234,0.753530166880616,cikm_v2_main
hard_projected_v2,0.234897864097489,0.8868139087022481,0.003787384407293,10,transxion,xgboost,0.016002256271706,0.298291340863017,,1.0,0.337966616214633,0.20188161505292,0.355875831485587,0.609756097560975,0.661862527716186,1.0,1,902,5920,1820462,52.62761640548706,0.291045675706153,0.93112870132463,0.003492632216901,0.015025418881036,0.318965517241379,0.372217469622193,779,0.209801539084649,0.386392811296534,0.7086007702182281,0.7560975609756091,cikm_v2_main
hard_projected_v2,0.23347474464995,0.8847799002399831,0.003770590434008,10,transxion,xgboost,0.016256891160667,0.296964232040877,,1.0,0.332488412255359,0.203711340206185,0.350332594235033,0.5931263858093121,0.6452328159645231,1.0,2,902,5920,1820462,42.80670356750488,0.292358189422071,0.9269776310875272,0.003442408805772,0.015106624699715,0.323037323037323,0.371421863583827,779,0.215543151567196,0.391527599486521,0.690629011553273,0.740693196405648,cikm_v2_main
boundary_projected_v2,0.234479659452308,0.8838724188647511,0.003703933917257,10,transxion,xgboost,0.01618905541305,0.308153477218225,,1.0,0.345401725759316,0.211175020542317,0.343680709534368,0.620842572062084,0.6596452328159641,1.0,0,902,5920,1820462,51.1813018321991,0.291888825018839,0.9304981854363932,0.003404786281986,0.014913858201688,0.326163723916532,0.375319687059954,779,0.217465753424657,0.382541720154043,0.69191270860077,0.747111681643132,cikm_v2_main
boundary_projected_v2,0.236936621553957,0.8912931288694581,0.003730808531801,10,transxion,xgboost,0.015001755623999,0.308792846497764,,1.0,0.346744372216226,0.211169995923359,0.351441241685144,0.613082039911308,0.658536585365853,1.0,1,902,5920,1820462,46.27184724807739,0.290554278553147,0.933371136366102,0.003433441188476,0.013960531067127,0.326107445805843,0.377989551403301,779,0.215890183028286,0.388960205391527,0.6944801026957631,0.745827984595635,cikm_v2_main
boundary_projected_v2,0.23239845525877,0.881306047695188,0.003845495413491,10,transxion,xgboost,0.016850533125869,0.295495495495495,,1.0,0.330925556477455,0.202635914332784,0.354767184035476,0.584257206208425,0.646341463414634,1.0,2,902,5920,1820462,46.4256751537323,0.295305152440293,0.9268969808694232,0.003502588031168,0.015586511349506,0.323238763149505,0.372810860708314,779,0.21501272264631,0.391527599486521,0.693196405648267,0.7509627727856221,cikm_v2_main
none,0.190312391402689,0.919627976950384,0.002951446604804,10,transxion,random_forest,0.017286396837138,0.274480712166172,,1.0,0.289406467199043,0.206243032329988,0.302660753880266,0.587583148558758,0.6829268292682921,1.0,0,902,2960,1817502,201.75030088424683,0.250317399813259,0.934970090296908,0.002732256346643,0.016998787821623,0.30569354222392,0.333030570026696,779,0.217627856365614,0.350449293966623,0.679075738125802,0.7599486521181,cikm_v2_main
none,0.190432112657858,0.918529356098634,0.002903489934795,10,transxion,random_forest,0.016861208890385,0.279208659947741,,1.0,0.293969909737974,0.210467079347214,0.302660753880266,0.588691796008869,0.6796008869179601,1.0,1,902,2960,1817502,267.50495076179504,0.248820424458406,0.930182200837278,0.00268868330449,0.016530621336159,0.30645777607948,0.333868094877223,779,0.218171926006528,0.353016688061617,0.6700898587933241,0.752246469833119,cikm_v2_main
none,0.191485290764595,0.920019788594222,0.002986465973382,10,transxion,random_forest,0.018230087084596,0.281542493448146,,1.0,0.296228170158297,0.212549462973431,0.304878048780487,0.580931263858093,0.6862527716186251,1.0,2,902,2960,1817502,255.98745203018188,0.251078850617192,0.931710963077874,0.002768471774977,0.017882923872197,0.30451415455241,0.331628682332263,779,0.216893732970027,0.354300385109114,0.677792041078305,0.76765083440308,cikm_v2_main
random_feasible_v2,0.188783696491628,0.9274015202207112,0.003358388749381,10,transxion,random_forest,0.020760767418142,0.276807125727989,,1.0,0.298011192335268,0.200297471492315,0.29490022172949,0.585365853658536,0.688470066518847,1.0,0,902,5920,1820462,206.37935400009155,0.252644512626992,0.9381115301700412,0.003135482353386,0.020471006526081,0.298444130127298,0.332711547318948,779,0.205954123962908,0.354300385109114,0.6765083440308081,0.758664955070603,cikm_v2_main
random_feasible_v2,0.19738409429021,0.92044370331309,0.003184987269124,10,transxion,random_forest,0.019153364169132,0.276858048608665,,1.0,0.295831697106344,0.20289106866288,0.303769401330376,0.596452328159645,0.688470066518847,1.0,1,902,5920,1820462,212.2774784564972,0.258153822376018,0.9327024737425872,0.002952611461858,0.018765696643872,0.309308221658819,0.342372175881215,779,0.215438950554994,0.358151476251604,0.685494223363286,0.7637997432605901,cikm_v2_main
adv_no_projection_v2,0.165702552167988,0.916220989775941,0.004966908007014,10,transxion,random_forest,0.030535558408134,0.264180264180264,,1.0,0.275416346427242,0.20334928229665,0.2960088691796,0.472283813747228,0.563192904656319,1.0,0,902,5920,1820462,370.6264460086823,0.23999365364412,0.9309145863303212,0.004682318759111,0.029743212999235,0.294736842105263,0.319195148839486,779,0.211646136618141,0.356867779204107,0.584082156611039,0.680359435173299,cikm_v2_main
random_feasible_v2,0.193430019093121,0.925059065113004,0.003202325051259,10,transxion,random_forest,0.019144316246814,0.277079796264855,,1.0,0.299040397745336,0.199706314243759,0.302660753880266,0.5942350332594231,0.709534368070953,1.0,2,902,5920,1820462,398.88983821868896,0.256181651288522,0.9344912395057092,0.002981536291543,0.018832750652979,0.300798888502952,0.337229937028911,779,0.206190476190476,0.359435173299101,0.6957637997432601,0.7843388960205391,cikm_v2_main
adv_no_projection_v2,0.171507409209153,0.9125003685521712,0.004779120505022,10,transxion,random_forest,0.030120422025069,0.278140293637846,,1.0,0.287022528131775,0.22,0.307095343680709,0.477827050997782,0.565410199556541,1.0,1,902,5920,1820462,443.43548583984375,0.24120095555465,0.926495618021082,0.004534012750941,0.029525544976743,0.306046894282188,0.326704036597406,779,0.225181598062953,0.354300385109114,0.598202824133504,0.677792041078305,cikm_v2_main
adv_no_projection_v2,0.164478722119323,0.914252398865948,0.004788887014993,10,transxion,random_forest,0.02889776957766,0.255718035245594,,1.0,0.268767096243593,0.193201133144475,0.299334811529933,0.458980044345898,0.5598669623059861,1.0,2,902,5920,1820462,440.1151795387268,0.232292766587393,0.930650917708506,0.004520019072619,0.028161950202633,0.285714285714285,0.313091021600954,779,0.201583113456464,0.35173299101412,0.5815147625160461,0.6829268292682921,cikm_v2_main
hard_projected_v2,0.182036972605795,0.879200139487558,0.007474252256485,10,transxion,random_forest,0.053886165662153,0.311090658076392,,1.0,0.314471977430078,0.265932336742722,0.305986696230598,0.535476718403547,0.584257206208425,1.0,0,902,5920,1820462,326.1677007675171,0.248161967064707,0.915015540498344,0.006675661755175,0.049542430487884,0.346080305927342,0.356884591323341,779,0.275704493526275,0.350449293966623,0.645699614890885,0.6816431322207951,cikm_v2_main
hard_projected_v2,0.18254579250316,0.880464967105646,0.007534470597,10,transxion,random_forest,0.053436754965791,0.303970789593792,,1.0,0.307602880952078,0.25833979829325,0.301552106430155,0.5376940133037691,0.579822616407982,1.0,1,902,5920,1820462,330.91816329956055,0.246499566282569,0.9155708767667492,0.006710592348125,0.049281557603288,0.345358345358345,0.355691104491758,779,0.276153846153846,0.349165596919127,0.639281129653401,0.666238767650834,cikm_v2_main
hard_projected_v2,0.176825910293966,0.8814641595090571,0.007590134028961,10,transxion,random_forest,0.053404282724961,0.294277929155313,,1.0,0.297959948884754,0.249230769230769,0.297117516629711,0.5277161862527711,0.569844789356984,1.0,2,902,5920,1820462,324.07623958587646,0.241072414359194,0.914460892695769,0.006802561524761,0.049228714718049,0.340802987861811,0.353146050385299,779,0.267791636096845,0.345314505776636,0.6277278562259301,0.6546854942233631,cikm_v2_main
boundary_projected_v2,0.181275351842625,0.886802984090143,0.007170021244824,10,transxion,random_forest,0.052329760665982,0.317120622568093,,1.0,0.318386058475214,0.282495667244367,0.30820399113082,0.541019955654102,0.585365853658536,1.0,0,902,5920,1820462,339.09870052337646,0.250873772222169,0.915363537167273,0.006401097462942,0.048188315171565,0.357502517623363,0.365103179117406,779,0.294117647058823,0.355584082156611,0.6482670089858791,0.677792041078305,cikm_v2_main
boundary_projected_v2,0.17460667451093,0.8808317012574961,0.008002783423602,10,transxion,random_forest,0.0550576302353,0.306629834254143,,1.0,0.30991691323526,0.262204724409448,0.30820399113082,0.5277161862527711,0.5643015521064301,1.0,1,902,5920,1820462,321.20079612731934,0.247032637546903,0.91446383326168,0.007141776566372,0.0507667230793,0.349616858237547,0.360409365437723,779,0.278838808250572,0.360718870346598,0.6354300385109111,0.658536585365853,cikm_v2_main
boundary_projected_v2,0.178720675120599,0.8799573904940411,0.007827675124893,10,transxion,random_forest,0.054404530906601,0.301420064131928,,1.0,0.304843044407663,0.256830601092896,0.302660753880266,0.535476718403547,0.5720620842572061,1.0,2,902,5920,1820462,337.76230001449585,0.241971614624484,0.91514145442745,0.007051351920103,0.05025457478503,0.337760910815939,0.348807109481745,779,0.267870579382994,0.363286264441591,0.630295250320924,0.666238767650834,cikm_v2_main
none,0.058637587180888,0.7238363035742721,0.194662144194459,10,transxion,topology_lr,0.250363931318416,0.00772070218941,,1.0,0.034236200945219,0.003885036936208,0.107538802660753,0.432372505543237,0.5044345898004431,1.0,0,902,2960,1817502,52.04676699638367,0.053293741531583,0.749931977136272,0.177497966289604,0.227158303881417,0.007194745514888,0.033780785800394,779,0.003619184010211,0.127086007702182,0.462130937098844,0.478818998716302,cikm_v2_main
none,0.055875094873758,0.728658373476746,0.147010340613715,10,transxion,topology_lr,0.192595964892923,0.00964233038348,,1.0,0.040645681273578,0.004861588800684,0.121951219512195,0.435698447893569,0.466740576496674,1.0,1,902,2960,1817502,54.161160945892334,0.050431661922241,0.7427378592949601,0.133175222567648,0.174461032406478,0.008946412813048,0.039463208983202,779,0.00450883363324,0.109114249037227,0.433889602053915,0.436456996148908,cikm_v2_main
none,0.062421312840835,0.779556070717328,0.357945583932438,10,transxion,topology_lr,0.443507146657467,0.005277641648132,,1.0,0.026448380508142,0.002647824244991,0.12860310421286,0.437915742793791,0.5310421286031041,1.0,2,902,2960,1817502,50.6626672744751,0.053431677179254,0.7949807881435871,0.327749437034597,0.405594632568382,0.005093413703432,0.028793757161737,779,0.002554935255617,0.109114249037227,0.448010269576379,0.476251604621309,cikm_v2_main
random_feasible_v2,0.054589304793031,0.782099194326992,0.111947712290038,10,transxion,topology_lr,0.202739478792075,0.012505055584097,,1.0,0.052479139964098,0.006314790077389,0.076496674057649,0.467849223946784,0.525498891352549,1.0,0,902,5920,1820462,48.74891543388367,0.042759010674978,0.7984104628814601,0.102746670284814,0.185265952375854,0.012140400157111,0.053915838375762,779,0.006127009298637,0.052631578947368,0.449293966623876,0.474967907573812,cikm_v2_main
random_feasible_v2,0.104001643544274,0.7953793120622391,0.111435795413079,10,transxion,topology_lr,0.202683302030116,0.013417352052764,,1.0,0.056356285874464,0.0067778400064,0.184035476718403,0.484478935698447,0.5055432372505541,1.0,1,902,5920,1820462,52.46941232681274,0.084530681210866,0.8013083237566041,0.103803569891982,0.186744282271018,0.012011723442079,0.052914667620541,779,0.006062590181028,0.160462130937098,0.436456996148908,0.450577663671373,cikm_v2_main
random_feasible_v2,0.052838289319312,0.723079935920085,0.112438760331592,10,transxion,topology_lr,0.218559767461645,0.011642949547218,,1.0,0.046249188965299,0.005882764899502,0.114190687361419,0.419068736141906,0.435698447893569,1.0,2,902,5920,1820462,46.65839672088623,0.045568932935507,0.7313980664972911,0.101304951310471,0.197716941182127,0.011025442351416,0.045916091158324,779,0.005567814440396,0.11168164313222,0.38767650834403,0.390243902439024,cikm_v2_main
adv_no_projection_v2,0.094417263756755,0.7161505942952331,0.103699032649829,10,transxion,topology_lr,0.196161342228595,0.01188746218167,,1.0,0.046719182237703,0.006008283966671,0.172949002217294,0.465631929046563,0.471175166297117,1.0,0,902,5920,1820462,50.51307916641235,0.078239166654213,0.7709617981131981,0.096577452614389,0.183934025825811,0.011644202104619,0.049184079682631,779,0.00588046065753,0.13992297817715,0.428754813863928,0.441591784338896,cikm_v2_main
adv_no_projection_v2,0.064024533501712,0.7677207443872711,0.181499903034541,10,transxion,topology_lr,0.28309958576008,0.008236254877189,,1.0,0.038169468311958,0.004144218814753,0.130820399113082,0.458980044345898,0.468957871396895,1.0,1,902,5920,1820462,46.14247679710388,0.052791476840312,0.771658090599535,0.175433219018391,0.274000713367596,0.007176273535866,0.035156945329776,779,0.003608430804527,0.129653401797175,0.424903722721437,0.437740693196405,cikm_v2_main
adv_no_projection_v2,0.056597853775415,0.7335857877221891,0.163631790186312,10,transxion,topology_lr,0.295300394176599,0.007746942749949,,1.0,0.034066560104019,0.003898649525099,0.137472283813747,0.437915742793791,0.444567627494456,1.0,2,902,5920,1820462,52.25191116333008,0.048866647538935,0.7511748892134891,0.154419936819711,0.281180891268988,0.007223722948978,0.034409489802568,779,0.003633338167606,0.123234916559691,0.388960205391527,0.403080872913992,cikm_v2_main
hard_projected_v2,0.096004265691596,0.7177871528702211,0.134480371570643,10,transxion,topology_lr,0.251457299669315,0.008906825010222,,1.0,0.036978937856474,0.004489408222516,0.17960088691796,0.450110864745011,0.455654101995565,1.0,0,902,5920,1820462,54.00923109054565,0.082287111689681,0.7522485596292391,0.123562228246821,0.234138788136295,0.008832044920599,0.039679921752829,779,0.004449814345494,0.161745827984595,0.41976893453145,0.424903722721437,cikm_v2_main
hard_projected_v2,0.02565545700516,0.6208925978420431,0.108615032609712,10,transxion,topology_lr,0.22182317135016,0.008971291866028,,1.0,0.03211852356063,0.00453267009135,0.044345898004434,0.332594235033259,0.338137472283813,1.0,1,902,5920,1820462,48.25073218345642,0.023306074727252,0.690857734965033,0.100496137169027,0.204318136685222,0.009026180843345,0.035740517437988,779,0.004556741991556,0.030808729139922,0.326059050064184,0.340179717586649,cikm_v2_main
hard_projected_v2,0.036820983888702,0.6038761390607931,0.210564066001458,10,transxion,topology_lr,0.372595066238619,0.004982520528216,,1.0,0.016536860381394,0.002504378283712,0.108647450110864,0.30820399113082,0.312638580931263,1.0,2,902,5920,1820462,46.79152941703797,0.040148047488381,0.677520713406749,0.200137305524301,0.357270629314796,0.005479857819905,0.024661758580254,779,0.002753163968276,0.109114249037227,0.320924261874197,0.341463414634146,cikm_v2_main
boundary_projected_v2,0.04512711702093,0.668350703594868,0.139634978698589,10,transxion,topology_lr,0.264868591827737,0.009018308252295,,1.0,0.037253763882528,0.004546284462296,0.114190687361419,0.351441241685144,0.370288248337028,1.0,0,902,5920,1820462,45.96978378295898,0.041359200244828,0.704284013094683,0.129951173430999,0.245192933269609,0.008299236818432,0.036482018307225,779,0.004181123542941,0.110397946084724,0.346598202824133,0.355584082156611,cikm_v2_main
boundary_projected_v2,0.045325879535246,0.629792327320717,0.095846862202217,10,transxion,topology_lr,0.198676295383721,0.010585863840301,,1.0,0.0379816671583,0.005355756451252,0.108647450110864,0.335920177383592,0.344789356984478,1.0,1,902,5920,1820462,44.28807377815247,0.043484519116651,0.700469009654847,0.088753540928126,0.181678540520289,0.011123593947211,0.044205320504527,779,0.00562254627033,0.114249037227214,0.332477535301668,0.35173299101412,cikm_v2_main
none,0.971572046360984,0.9995009540353872,0.000225450014939,10,amlnet,lightgbm,0.000244031109765,0.936374549819928,,1.0,0.936367278960583,0.921985815602836,0.951219512195121,0.98780487804878,0.98780487804878,1.0,0,410,945,654103,11.657139301300049,0.94643058898412,0.998249340607503,0.000296254952543,0.000288274526712,0.903820816864295,0.904000535986443,390,0.9295392953929532,0.894871794871794,0.964102564102564,0.974358974358974,cikm_v2_main
boundary_projected_v2,0.043332663696102,0.653487204359763,0.214763200135957,10,transxion,topology_lr,0.379910898452499,0.005380296942235,,1.0,0.020050531133451,0.002704049772848,0.115299334811529,0.338137472283813,0.343680709534368,1.0,2,902,5920,1820462,52.29711389541626,0.04243694078411,0.6750690738614461,0.207922814223291,0.368653833171914,0.005068285997826,0.021826135353211,779,0.002545858084731,0.114249037227214,0.326059050064184,0.331193838254172,cikm_v2_main
