acceptance_rate,augmentation,dataset,detector,detector_hardness,edit_distance,generated,heldout_typology,label_fraction,ledger_violation_rate,mean_flow_residual,median_flow_residual,profile_drift,rho,seed,temporal_violation_rate,run_name,categorical_fractionality_rate,negative_feature_rate
0.8888888888888881,hard_projected_v2,amlnet,lightgbm,10.765887467902685,0.543724033997335,9,,0.01,0.0,0.0,0.0,1.316097837051077,1.0,2,0.0,cikm_v2_label_scarcity,,
0.936170212765957,hard_projected_v2,amlnet,lightgbm,10.780476675647252,0.268292120033587,47,,0.05,0.0,0.0,0.0,1.354063659044321,1.0,0,0.0,cikm_v2_label_scarcity,,
0.936170212765957,hard_projected_v2,amlnet,lightgbm,12.343210814235004,0.432130845913318,47,,0.05,0.0,0.0,0.0,0.660648937584282,1.0,1,0.0,cikm_v2_label_scarcity,,
0.936170212765957,hard_projected_v2,amlnet,lightgbm,11.147776496351584,0.269642071276205,47,,0.05,0.0,0.0,0.0,0.8489548376147401,1.0,2,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,hard_projected_v2,amlnet,lightgbm,12.044918601663769,0.314108878682239,94,,0.1,0.0,0.0,0.0,1.009069546988842,1.0,0,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,hard_projected_v2,amlnet,lightgbm,11.39917011951902,0.289158680903816,94,,0.1,0.0,0.0,0.0,0.8512905985644941,1.0,1,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,hard_projected_v2,amlnet,lightgbm,11.60492371334309,0.194495424370463,94,,0.1,0.0,0.0,0.0,0.6131917671433591,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949152542372881,hard_projected_v2,amlnet,lightgbm,9.747024305132022,0.270941473191937,236,,0.25,0.0,0.0,0.0,0.8865005671903831,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949152542372881,hard_projected_v2,amlnet,lightgbm,10.232282158014147,0.244172498613037,236,,0.25,0.0,0.0,0.0,0.794648512405358,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949152542372881,hard_projected_v2,amlnet,lightgbm,9.262294442822496,0.333953814366423,236,,0.25,0.0,0.0,0.0,0.98711573680144,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949206349206349,hard_projected_v2,amlnet,lightgbm,9.982278621778626,0.196284744119299,945,,1.0,0.0,0.0,0.0,0.558777332058315,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949206349206349,hard_projected_v2,amlnet,lightgbm,10.16046802436009,0.198320475162248,945,,1.0,0.0,0.0,0.0,0.536856981011913,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949206349206349,hard_projected_v2,amlnet,lightgbm,9.860208856716778,0.19407246000035,945,,1.0,0.0,0.0,0.0,0.5900625462947261,1.0,2,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,boundary_projected_v2,amlnet,lightgbm,10.222816811924622,0.359409858073084,9,,0.01,0.0,0.0,0.0,1.6348322578494,1.0,0,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,boundary_projected_v2,amlnet,lightgbm,10.607010954668384,0.245461824059356,9,,0.01,0.0,0.0,0.0,0.860280029937961,1.0,1,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,boundary_projected_v2,amlnet,lightgbm,10.070296352177998,0.455927955728686,9,,0.01,0.0,0.0,0.0,1.20720022569781,1.0,2,0.0,cikm_v2_label_scarcity,,
0.936170212765957,boundary_projected_v2,amlnet,lightgbm,10.752337845674,0.2620907321287,47,,0.05,0.0,0.0,0.0,1.350414638911051,1.0,0,0.0,cikm_v2_label_scarcity,,
0.936170212765957,boundary_projected_v2,amlnet,lightgbm,12.287696252430989,0.434661298501897,47,,0.05,0.0,0.0,0.0,0.6674149250563981,1.0,1,0.0,cikm_v2_label_scarcity,,
0.936170212765957,boundary_projected_v2,amlnet,lightgbm,11.05761570974253,0.272719195552835,47,,0.05,0.0,0.0,0.0,0.8571275516436221,1.0,2,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,boundary_projected_v2,amlnet,lightgbm,11.978233343343993,0.304574192611747,94,,0.1,0.0,0.0,0.0,0.954897200099826,1.0,0,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,boundary_projected_v2,amlnet,lightgbm,11.364395692756336,0.288502507582049,94,,0.1,0.0,0.0,0.0,0.8418544266687861,1.0,1,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,boundary_projected_v2,amlnet,lightgbm,11.622223041240598,0.189469703254508,94,,0.1,0.0,0.0,0.0,0.6194602890905521,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949152542372881,boundary_projected_v2,amlnet,lightgbm,9.686258865840667,0.275769709192762,236,,0.25,0.0,0.0,0.0,0.921771739243698,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949152542372881,boundary_projected_v2,amlnet,lightgbm,10.17145624817656,0.247184618576163,236,,0.25,0.0,0.0,0.0,0.80160888642657,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949152542372881,boundary_projected_v2,amlnet,lightgbm,9.185761656892844,0.336486966092941,236,,0.25,0.0,0.0,0.0,1.006595855589563,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949206349206349,boundary_projected_v2,amlnet,lightgbm,9.962475886886452,0.196003345356667,945,,1.0,0.0,0.0,0.0,0.559359627809186,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949206349206349,boundary_projected_v2,amlnet,lightgbm,10.099089050510784,0.198519792543741,945,,1.0,0.0,0.0,0.0,0.5365486118516041,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949206349206349,boundary_projected_v2,amlnet,lightgbm,9.77378152714016,0.193134073683616,945,,1.0,0.0,0.0,0.0,0.5869841449666591,1.0,2,0.0,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.01,,,,,1.0,0,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.01,,,,,1.0,1,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.01,,,,,1.0,2,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.05,,,,,1.0,0,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.05,,,,,1.0,1,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.05,,,,,1.0,2,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.1,,,,,1.0,0,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.1,,,,,1.0,1,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.1,,,,,1.0,2,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.25,,,,,1.0,0,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.25,,,,,1.0,1,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,0.25,,,,,1.0,2,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,1.0,,,,,1.0,0,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,1.0,,,,,1.0,1,,cikm_v2_label_scarcity,,
,none,amlnet,xgboost,,,0,,1.0,,,,,1.0,2,,cikm_v2_label_scarcity,,
0.8888888888888881,random_feasible_v2,amlnet,xgboost,4.923470877886722e-05,0.037045369864942,9,,0.01,0.0,0.0,0.0,3.128708956744109,1.0,0,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,random_feasible_v2,amlnet,xgboost,0.000122262538154,0.068354974375242,9,,0.01,0.0,0.0,0.0,2.539566420736101,1.0,1,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,random_feasible_v2,amlnet,xgboost,0.037750038869258,0.076061043251562,9,,0.01,0.0,0.0,0.0,1.8111964930053104,1.0,2,0.0,cikm_v2_label_scarcity,,
0.936170212765957,random_feasible_v2,amlnet,xgboost,0.162475473638741,0.020339524941166,47,,0.05,0.0,0.0,0.0,2.346713785092871,1.0,0,0.0,cikm_v2_label_scarcity,,
0.936170212765957,random_feasible_v2,amlnet,xgboost,0.005143457185391,0.02600301000983,47,,0.05,0.0,0.0,0.0,2.090480283704758,1.0,1,0.0,cikm_v2_label_scarcity,,
0.936170212765957,random_feasible_v2,amlnet,xgboost,0.037020619340959,0.026120226815531,47,,0.05,0.0,0.0,0.0,2.113774950642669,1.0,2,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,random_feasible_v2,amlnet,xgboost,0.033618701319097,0.028936755019064,94,,0.1,0.0,0.0,0.0,2.039270401858821,1.0,0,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,random_feasible_v2,amlnet,xgboost,0.02224716807565,0.020138378342454,94,,0.1,0.0,0.0,0.0,1.923836355485712,1.0,1,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,random_feasible_v2,amlnet,xgboost,0.027803433904379,0.025548935225579,94,,0.1,0.0,0.0,0.0,2.026980070897872,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.006837067906993,0.023800255337858,236,,0.25,0.0,0.0,0.0,1.968668648401762,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.002346201771244,0.027045084267033,236,,0.25,0.0,0.0,0.0,2.388712560608162,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949206349206349,random_feasible_v2,amlnet,xgboost,0.012070678134138,0.018448439726913,945,,1.0,0.0,0.0,0.0,2.069653488020469,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949152542372881,random_feasible_v2,amlnet,xgboost,0.006739022358566,0.022106873433307,236,,0.25,0.0,0.0,0.0,2.09733841287101,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949206349206349,random_feasible_v2,amlnet,xgboost,0.02573321375319,0.01822321558186,945,,1.0,0.0,0.0,0.0,2.077403364807056,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949206349206349,random_feasible_v2,amlnet,xgboost,0.010770979156798,0.018561627518898,945,,1.0,0.0,0.0,0.0,2.069463788989606,1.0,2,0.0,cikm_v2_label_scarcity,,
0.0,adv_no_projection_v2,amlnet,xgboost,7.313968198486653,0.071420124298931,9,,0.01,1.0,0.46394732608829,0.389587850761757,0.463087581547412,1.0,0,0.02,cikm_v2_label_scarcity,,
0.111111111111111,adv_no_projection_v2,amlnet,xgboost,2.987725606753082,0.055228356775248,9,,0.01,0.8888888888888881,0.382864442195839,0.364644463991415,0.537213875314556,1.0,1,0.02,cikm_v2_label_scarcity,,
0.0,adv_no_projection_v2,amlnet,xgboost,9.345427945194531,0.435629439130188,9,,0.01,1.0,0.6016929219652221,0.650663239141118,1.660168153119352,1.0,2,0.02,cikm_v2_label_scarcity,,
0.02127659574468,adv_no_projection_v2,amlnet,xgboost,4.81386533278225,0.0894703377812,47,,0.05,0.9787234042553192,0.460642050283053,0.5000818321892331,0.835596961437427,1.0,0,0.02,cikm_v2_label_scarcity,,
0.02127659574468,adv_no_projection_v2,amlnet,xgboost,3.194031198245953,0.092289850485,47,,0.05,0.9787234042553192,0.465895674265403,0.486165063327236,0.7378019799696831,1.0,1,0.02,cikm_v2_label_scarcity,,
0.0,adv_no_projection_v2,amlnet,xgboost,3.195688917123697,0.099780932965615,47,,0.05,1.0,0.488045644744821,0.471326658487674,1.087176768122125,1.0,2,0.02,cikm_v2_label_scarcity,,
0.01063829787234,adv_no_projection_v2,amlnet,xgboost,4.020337051008671,0.089656463069236,94,,0.1,0.9893617021276592,0.5330154868465771,0.5399035071079551,0.7655420479834061,1.0,0,0.02,cikm_v2_label_scarcity,,
0.042553191489361,adv_no_projection_v2,amlnet,xgboost,2.341813740960745,0.071237659746342,94,,0.1,0.957446808510638,0.479214918162,0.5322688694041761,0.901651825315872,1.0,1,0.02,cikm_v2_label_scarcity,,
0.031914893617021,adv_no_projection_v2,amlnet,xgboost,3.605796738432977,0.093790311449356,94,,0.1,0.968085106382978,0.458926643438786,0.480228392677387,0.7491051894407561,1.0,2,0.02,cikm_v2_label_scarcity,,
0.033898305084745,adv_no_projection_v2,amlnet,xgboost,1.59967984457906,0.078136461525816,236,,0.25,0.966101694915254,0.5040238561015891,0.5320010823296001,0.826816293481309,1.0,0,0.02,cikm_v2_label_scarcity,,
0.025423728813559,adv_no_projection_v2,amlnet,xgboost,2.07274815634098,0.123631626037256,236,,0.25,0.97457627118644,0.469500405315578,0.462631585235107,1.036053288705364,1.0,1,0.02,cikm_v2_label_scarcity,,
0.012711864406779,adv_no_projection_v2,amlnet,xgboost,2.558914211695428,0.112829641639067,236,,0.25,0.98728813559322,0.5018257124982051,0.500465776378049,0.8324577030936481,1.0,2,0.02,cikm_v2_label_scarcity,,
0.019047619047619,adv_no_projection_v2,amlnet,xgboost,4.520585935342651,0.039445871693191,945,,1.0,0.98095238095238,0.459310090571883,0.467927076283021,0.490430246034318,1.0,0,0.02,cikm_v2_label_scarcity,,
0.032804232804232,adv_no_projection_v2,amlnet,xgboost,4.672451442830373,0.04042933713517,945,,1.0,0.967195767195767,0.441183694130784,0.438649284204046,0.50937240335168,1.0,1,0.02,cikm_v2_label_scarcity,,
0.023280423280423,adv_no_projection_v2,amlnet,xgboost,4.609964073403989,0.042150632955695,945,,1.0,0.976719576719576,0.465567858733145,0.459382065311419,0.536648119463013,1.0,2,0.02,cikm_v2_label_scarcity,,
0.8888888888888881,hard_projected_v2,amlnet,xgboost,7.804608553440311,0.383740435766036,9,,0.01,0.0,0.0,0.0,2.279278598839505,1.0,0,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,hard_projected_v2,amlnet,xgboost,8.385317321805385,0.239630075236488,9,,0.01,0.0,0.0,0.0,0.8563064565009171,1.0,1,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,hard_projected_v2,amlnet,xgboost,9.081652058522195,0.352927686406546,9,,0.01,0.0,0.0,0.0,1.535495889210475,1.0,2,0.0,cikm_v2_label_scarcity,,
0.936170212765957,hard_projected_v2,amlnet,xgboost,6.680707777504619,0.332586887321639,47,,0.05,0.0,0.0,0.0,1.4099608415808431,1.0,0,0.0,cikm_v2_label_scarcity,,
0.936170212765957,hard_projected_v2,amlnet,xgboost,8.313662935414827,0.359175826235378,47,,0.05,0.0,0.0,0.0,1.098454442315379,1.0,1,0.0,cikm_v2_label_scarcity,,
0.936170212765957,hard_projected_v2,amlnet,xgboost,7.511754249579424,0.260281502473064,47,,0.05,0.0,0.0,0.0,1.14812509903772,1.0,2,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,hard_projected_v2,amlnet,xgboost,6.689557991078188,0.33562642125442,94,,0.1,0.0,0.0,0.0,1.102839786743098,1.0,0,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,hard_projected_v2,amlnet,xgboost,6.06950887491281,0.300628336180362,94,,0.1,0.0,0.0,0.0,0.866935231914975,1.0,1,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,hard_projected_v2,amlnet,xgboost,6.865140064281417,0.22873324225892,94,,0.1,0.0,0.0,0.0,0.783751624760282,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949152542372881,hard_projected_v2,amlnet,xgboost,5.594335377811197,0.193958620642375,236,,0.25,0.0,0.0,0.0,0.810254486807749,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949152542372881,hard_projected_v2,amlnet,xgboost,7.172348096301328,0.168583734988064,236,,0.25,0.0,0.0,0.0,0.555708271569468,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949152542372881,hard_projected_v2,amlnet,xgboost,5.232346578244017,0.256805100500787,236,,0.25,0.0,0.0,0.0,0.746333214169792,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949206349206349,hard_projected_v2,amlnet,xgboost,9.108856020055224,0.185838625198201,945,,1.0,0.0,0.0,0.0,0.410788298687664,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949206349206349,hard_projected_v2,amlnet,xgboost,9.094098025630366,0.186186072440049,945,,1.0,0.0,0.0,0.0,0.424379823885244,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949206349206349,hard_projected_v2,amlnet,xgboost,9.116086594184,0.184618257301125,945,,1.0,0.0,0.0,0.0,0.418554774707491,1.0,2,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,boundary_projected_v2,amlnet,xgboost,7.675459839350863,0.381879895691753,9,,0.01,0.0,0.0,0.0,2.2416492857620582,1.0,0,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,boundary_projected_v2,amlnet,xgboost,8.415651599167862,0.239121347610005,9,,0.01,0.0,0.0,0.0,0.848087629935785,1.0,1,0.0,cikm_v2_label_scarcity,,
0.8888888888888881,boundary_projected_v2,amlnet,xgboost,9.098501606732368,0.354511734148258,9,,0.01,0.0,0.0,0.0,1.540734575114013,1.0,2,0.0,cikm_v2_label_scarcity,,
0.936170212765957,boundary_projected_v2,amlnet,xgboost,6.765735395807094,0.344253515442292,47,,0.05,0.0,0.0,0.0,1.426423157960272,1.0,0,0.0,cikm_v2_label_scarcity,,
0.936170212765957,boundary_projected_v2,amlnet,xgboost,8.379933680117956,0.344859790766207,47,,0.05,0.0,0.0,0.0,1.042151755796542,1.0,1,0.0,cikm_v2_label_scarcity,,
0.936170212765957,boundary_projected_v2,amlnet,xgboost,7.480068946481709,0.277703141372254,47,,0.05,0.0,0.0,0.0,1.16696797973295,1.0,2,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,boundary_projected_v2,amlnet,xgboost,6.585306786478002,0.344781219849868,94,,0.1,0.0,0.0,0.0,1.165736943293244,1.0,0,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,boundary_projected_v2,amlnet,xgboost,6.065916777710737,0.3084987265989,94,,0.1,0.0,0.0,0.0,0.8917734291825751,1.0,1,0.0,cikm_v2_label_scarcity,,
0.9468085106382972,boundary_projected_v2,amlnet,xgboost,6.841312520489974,0.226039691255328,94,,0.1,0.0,0.0,0.0,0.7940585957663041,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949152542372881,boundary_projected_v2,amlnet,xgboost,5.583602562240679,0.196547250763553,236,,0.25,0.0,0.0,0.0,0.8379332557512961,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949152542372881,boundary_projected_v2,amlnet,xgboost,7.12718761311879,0.168082513286303,236,,0.25,0.0,0.0,0.0,0.548592749693326,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949152542372881,boundary_projected_v2,amlnet,xgboost,5.131188856442994,0.257289638566096,236,,0.25,0.0,0.0,0.0,0.7403140230631221,1.0,2,0.0,cikm_v2_label_scarcity,,
0.949206349206349,boundary_projected_v2,amlnet,xgboost,9.104390054245757,0.183928631983497,945,,1.0,0.0,0.0,0.0,0.405828153963852,1.0,0,0.0,cikm_v2_label_scarcity,,
0.949206349206349,boundary_projected_v2,amlnet,xgboost,9.075645854258411,0.185310118636962,945,,1.0,0.0,0.0,0.0,0.415350285320175,1.0,1,0.0,cikm_v2_label_scarcity,,
0.949206349206349,boundary_projected_v2,amlnet,xgboost,9.091008751198707,0.185007349343446,945,,1.0,0.0,0.0,0.0,0.413639286367514,1.0,2,0.0,cikm_v2_label_scarcity,,
,none,amlnet,lightgbm,,,0,layering,1.0,,,,,1.0,1,,cikm_v2_heldout_layering,,
,none,amlnet,lightgbm,,,0,layering,1.0,,,,,1.0,0,,cikm_v2_heldout_layering,,
,none,amlnet,lightgbm,,,0,layering,1.0,,,,,1.0,2,,cikm_v2_heldout_layering,,
0.04090909090909,adv_no_projection_v2,amlnet,lightgbm,4.680008533362571,0.105115750042094,220,layering,1.0,0.9590909090909092,0.500809326454415,0.5246901167669701,1.230699826026253,1.0,0,0.02,cikm_v2_heldout_layering,,
0.045454545454545,adv_no_projection_v2,amlnet,lightgbm,4.638937463759849,0.117244696193733,220,layering,1.0,0.954545454545454,0.466885760602337,0.473619072107238,1.253522411775583,1.0,1,0.02,cikm_v2_heldout_layering,,
0.031818181818181,adv_no_projection_v2,amlnet,lightgbm,4.526503397252116,0.09801002973421,220,layering,1.0,0.968181818181818,0.494498583748644,0.5424145600208901,1.044720648672068,1.0,2,0.02,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,lightgbm,10.753173763106563,0.424923739017149,220,layering,1.0,0.0,0.0,0.0,1.344578927955431,1.0,0,0.0,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,lightgbm,11.036368361210062,0.409691184739309,220,layering,1.0,0.0,0.0,0.0,1.353041755948267,1.0,1,0.0,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,lightgbm,11.123694794794458,0.425578456547019,220,layering,1.0,0.0,0.0,0.0,1.225569096438672,1.0,2,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,lightgbm,10.589992821951672,0.425839318218677,220,layering,1.0,0.0,0.0,0.0,1.35075575727542,1.0,0,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,lightgbm,10.952665612027827,0.411068249637211,220,layering,1.0,0.0,0.0,0.0,1.361081137855469,1.0,1,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,lightgbm,10.98533683013643,0.426559555443038,220,layering,1.0,0.0,0.0,0.0,1.222062328001308,1.0,2,0.0,cikm_v2_heldout_layering,,
,none,amlnet,xgboost,,,0,layering,1.0,,,,,1.0,0,,cikm_v2_heldout_layering,,
,none,amlnet,xgboost,,,0,layering,1.0,,,,,1.0,1,,cikm_v2_heldout_layering,,
,none,amlnet,xgboost,,,0,layering,1.0,,,,,1.0,2,,cikm_v2_heldout_layering,,
0.013636363636363,adv_no_projection_v2,amlnet,xgboost,3.531925088938391,0.105603232179359,220,layering,1.0,0.986363636363636,0.501202641021883,0.5248675091950861,1.324192529113469,1.0,0,0.02,cikm_v2_heldout_layering,,
0.013636363636363,adv_no_projection_v2,amlnet,xgboost,3.794275603167816,0.109583861085679,220,layering,1.0,0.986363636363636,0.461922089778895,0.477349672708898,1.240773568810867,1.0,1,0.02,cikm_v2_heldout_layering,,
0.045454545454545,adv_no_projection_v2,amlnet,xgboost,3.849397589012104,0.108720262788633,220,layering,1.0,0.954545454545454,0.5026052133800261,0.555163118058021,1.236319944924763,1.0,2,0.02,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,xgboost,8.27217874679016,0.383805836791521,220,layering,1.0,0.0,0.0,0.0,1.454827024973128,1.0,0,0.0,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,xgboost,8.124105088393318,0.397941661228662,220,layering,1.0,0.0,0.0,0.0,1.416064868179963,1.0,1,0.0,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,xgboost,8.106468996643658,0.372876130042807,220,layering,1.0,0.0,0.0,0.0,1.469887818234604,1.0,2,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,xgboost,8.232703295999825,0.386332953678307,220,layering,1.0,0.0,0.0,0.0,1.475316708113358,1.0,0,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,xgboost,8.013000731538874,0.408341899080793,220,layering,1.0,0.0,0.0,0.0,1.4465964118137071,1.0,1,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,xgboost,8.083041133929704,0.375559528028858,220,layering,1.0,0.0,0.0,0.0,1.505098840044919,1.0,2,0.0,cikm_v2_heldout_layering,,
,none,amlnet,pyg_sage,,,0,layering,1.0,,,,,1.0,0,,cikm_v2_heldout_layering,,
,none,amlnet,pyg_sage,,,0,layering,1.0,,,,,1.0,1,,cikm_v2_heldout_layering,,
,none,amlnet,pyg_sage,,,0,layering,1.0,,,,,1.0,2,,cikm_v2_heldout_layering,,
0.04090909090909,adv_no_projection_v2,amlnet,pyg_sage,4.680008533362571,0.105115750042094,220,layering,1.0,0.9590909090909092,0.500809326454415,0.5246901167669701,1.230699826026253,1.0,0,0.02,cikm_v2_heldout_layering,,
0.045454545454545,adv_no_projection_v2,amlnet,pyg_sage,4.638937463759849,0.117244696193733,220,layering,1.0,0.954545454545454,0.466885760602337,0.473619072107238,1.253522411775583,1.0,1,0.02,cikm_v2_heldout_layering,,
0.031818181818181,adv_no_projection_v2,amlnet,pyg_sage,4.526503397252116,0.09801002973421,220,layering,1.0,0.968181818181818,0.494498583748644,0.5424145600208901,1.044720648672068,1.0,2,0.02,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,pyg_sage,10.753173763106563,0.424923739017149,220,layering,1.0,0.0,0.0,0.0,1.344578927955431,1.0,0,0.0,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,pyg_sage,11.036368361210062,0.409691184739309,220,layering,1.0,0.0,0.0,0.0,1.353041755948267,1.0,1,0.0,cikm_v2_heldout_layering,,
0.95,hard_projected_v2,amlnet,pyg_sage,11.123694794794458,0.425578456547019,220,layering,1.0,0.0,0.0,0.0,1.225569096438672,1.0,2,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,pyg_sage,10.589992821951672,0.425839318218677,220,layering,1.0,0.0,0.0,0.0,1.35075575727542,1.0,0,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,pyg_sage,10.952665612027827,0.411068249637211,220,layering,1.0,0.0,0.0,0.0,1.361081137855469,1.0,1,0.0,cikm_v2_heldout_layering,,
0.95,boundary_projected_v2,amlnet,pyg_sage,10.98533683013643,0.426559555443038,220,layering,1.0,0.0,0.0,0.0,1.222062328001308,1.0,2,0.0,cikm_v2_heldout_layering,,
,none,amlnet,lightgbm,,,0,structuring,1.0,,,,,1.0,0,,cikm_v2_heldout_structuring,,
,none,amlnet,lightgbm,,,0,structuring,1.0,,,,,1.0,1,,cikm_v2_heldout_structuring,,
,none,amlnet,lightgbm,,,0,structuring,1.0,,,,,1.0,2,,cikm_v2_heldout_structuring,,
0.029062087186261,adv_no_projection_v2,amlnet,lightgbm,3.8167680909511983,0.050058784269395,757,structuring,1.0,0.970937912813738,0.460319733832141,0.482462030991235,0.542888701507529,1.0,0,0.02,cikm_v2_heldout_structuring,,
0.034346103038309,adv_no_projection_v2,amlnet,lightgbm,4.040044537924446,0.049125374763648,757,structuring,1.0,0.96565389696169,0.460700212374262,0.465148382037844,0.5093201045965811,1.0,1,0.02,cikm_v2_heldout_structuring,,
0.036988110964332,adv_no_projection_v2,amlnet,lightgbm,3.349125423096214,0.048637032107962,757,structuring,1.0,0.963011889035667,0.450446357777115,0.458739844004801,0.538736395880648,1.0,2,0.02,cikm_v2_heldout_structuring,,
0.949801849405548,hard_projected_v2,amlnet,lightgbm,10.568723306689428,0.175236864693738,757,structuring,1.0,0.0,0.0,0.0,0.401904670286688,1.0,0,0.0,cikm_v2_heldout_structuring,,
0.949801849405548,hard_projected_v2,amlnet,lightgbm,11.05626554918789,0.209111397629338,757,structuring,1.0,0.0,0.0,0.0,0.5566369811050651,1.0,1,0.0,cikm_v2_heldout_structuring,,
0.949801849405548,hard_projected_v2,amlnet,lightgbm,10.469713524202914,0.169854906567199,757,structuring,1.0,0.0,0.0,0.0,0.413305651008568,1.0,2,0.0,cikm_v2_heldout_structuring,,
0.949801849405548,boundary_projected_v2,amlnet,lightgbm,10.55326274580566,0.173475599773501,757,structuring,1.0,0.0,0.0,0.0,0.397250596679855,1.0,0,0.0,cikm_v2_heldout_structuring,,
0.949801849405548,boundary_projected_v2,amlnet,lightgbm,11.000675438612047,0.207160102413043,757,structuring,1.0,0.0,0.0,0.0,0.552091864216769,1.0,1,0.0,cikm_v2_heldout_structuring,,
0.949801849405548,boundary_projected_v2,amlnet,lightgbm,10.468758914245996,0.169123750148797,757,structuring,1.0,0.0,0.0,0.0,0.408306605127662,1.0,2,0.0,cikm_v2_heldout_structuring,,
,none,amlnet,xgboost,,,0,structuring,1.0,,,,,1.0,0,,cikm_v2_heldout_structuring,,
