dataset,augmentation,detector_hardness,detector_hardness,ledger_violation_rate,ledger_violation_rate,mean_flow_residual,mean_flow_residual,profile_drift,profile_drift,temporal_violation_rate,temporal_violation_rate,acceptance_rate,acceptance_rate
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
amlnet,curriculum_projected_v2,4.1109505268544515,1.424905647359684,0.0,0.0,0.0,0.0,1.3591019377692206,0.5223980925719833,0.0,0.0,0.9245942004733329,0.039868165617236447
amlnet,hard_projected_v2,7.063634970726331,1.9823783292320771,0.0,0.0,0.0,0.0,1.2099195952146147,0.5158320319337839,0.0,0.0,0.9245942004733329,0.039868165617236447
amlnet,none,,,,,,,,,,,,
amlnet,plausible_hard_projected_v2,6.0842918904997,1.9842699448113823,0.0,0.0,0.0,0.0,0.9682171488297814,0.5166802684762765,0.0,0.0,0.9245942004733329,0.039868165617236447
amlnet,plausible_typology_projected_v2,6.599825268019284,2.1882621676562257,0.0,0.0,0.0,0.0,0.950456973050189,0.5133752395136326,0.0,0.0,0.9245942004733329,0.039868165617236447
amlnet,random_feasible_v2,0.1748696440809113,0.43232568163735735,0.0,0.0,0.0,0.0,2.0495618425014146,0.2803388545898357,0.0,0.0,0.9245942004733329,0.039868165617236447
amlnet,typology_projected_v2,7.7148531302179935,2.263322862150633,0.0,0.0,0.0,0.0,1.2171761608626708,0.507140132297711,0.0,0.0,0.9245942004733329,0.039868165617236447
transxion,curriculum_projected_v2,4.455711079818001,2.305943400313842,0.0,0.0,0.0,0.0,0.3666259106631911,0.04300117522562893,0.0,0.0,0.9386466011466008,0.017504732156158935
transxion,hard_projected_v2,6.911749225880236,2.903034781182545,0.0,0.0,0.0,0.0,0.4935646269371232,0.09385747129194953,0.0,0.0,0.9386466011466008,0.01750473215615894
transxion,none,,,,,,,,,,,,
transxion,plausible_hard_projected_v2,5.297882997941362,2.8407367428577746,0.0,0.0,0.0,0.0,0.20409371493995365,0.01769315384591288,0.0,0.0,0.9386466011466008,0.017504732156158935
transxion,plausible_typology_projected_v2,5.320812515238613,2.8223503146373585,0.0,0.0,0.0,0.0,0.20553889849369156,0.021154543843717875,0.0,0.0,0.9386466011466008,0.017504732156158935
transxion,random_feasible_v2,0.038065298598688006,0.03143974048338012,0.0,0.0,0.0,0.0,0.47776953411269235,0.1277109322063192,0.0,0.0,0.9386466011466008,0.017504732156158935
transxion,typology_projected_v2,6.916788036061014,2.907574250712052,0.0,0.0,0.0,0.0,0.49469144677299376,0.088947857040771,0.0,0.0,0.9386466011466008,0.017504732156158935
