dataset,detector,label_fraction,heldout_typology,curriculum_projected_v2,hard_projected_v2,none,plausible_hard_projected_v2,plausible_typology_projected_v2,random_feasible_v2,typology_projected_v2
amlnet,lightgbm,1,integration,0.00012141771159766668,0.0001225177622586667,0.00015827864059733335,0.000126052966333,0.00013775361388366667,0.00014245703429633335,0.000125877015995
amlnet,xgboost,1,integration,0.000330322347948,0.0004005139864476667,0.0003099703218573334,0.0006451347262246668,0.00048461970233033337,0.00026325030272800003,0.000413413120964
