dataset,detector,augmentation,label_fraction,heldout_typology,auprc,auprc,auroc,auroc,recall_at_1pct_fpr,recall_at_1pct_fpr,precision_at_k,precision_at_k,ece,ece,training_seconds,training_seconds
,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
amlnet,graphsage_lite,adv_no_projection,1,,0.95721441488651,0.011200105509163127,0.9992173360791613,0.000537606870315377,0.9869918699186987,0.007840366472352304,0.911382113821138,0.014081713882673708,0.03640069393736467,0.00811698924332348,116.36487531661987,21.150152822755413
amlnet,graphsage_lite,ours,1,,0.824295305317968,0.24111735272503432,0.883691335229262,0.19972999813049822,0.8699186991869915,0.19579659791048806,0.7991869918699184,0.20419941806938893,0.029098458702243004,0.007787481425402721,45.85173320770264,6.9271331141122445
amlnet,graphsage_lite,random_feasible,1,,0.8907240054027258,0.10727299525913957,0.9993977426299248,6.678312086446588e-05,0.9910569105691054,0.0037256712967122683,0.8536585365853657,0.07181674080163641,0.025828714348165336,0.005423102496192896,51.243727127710976,13.946358156266893
amlnet,graphsage_lite,random_graph,1,,0.80773464459843,0.2552190817548949,0.8835345801637221,0.1996555963924823,0.8707317073170731,0.1967462877036404,0.7878048780487804,0.20713047556645986,0.025443797685095335,0.013786216010038405,60.788514614105225,3.5008096023422657
amlnet,lightgbm,adv_no_projection,1,,0.97257677117017,0.0015960116436751998,0.9990231947810572,0.00027562963402888435,0.98780487804878,0.002439024390243988,0.9495934959349587,0.0028163427765342335,0.00021600999010066668,5.923566594977397e-06,14.262165307998657,3.150830926826808
amlnet,lightgbm,ours,1,,0.9716314645936371,0.0017336459818981806,0.9990355977080734,1.6432332600693563e-05,0.9869918699186987,0.0014081713882673653,0.95040650406504,0.0014081713882667882,0.00021574871568666668,7.120204757546304e-06,12.491685628890991,1.6804959175765715
amlnet,lightgbm,random_feasible,1,,0.9708012085794805,0.0007104736087149096,0.9988665592618015,0.00022164379664339027,0.98780487804878,0.0024390243902439462,0.951219512195121,0.0,0.00021897088989666666,2.1259157218805165e-05,11.8651815255483,0.35641400100388876
amlnet,lightgbm,random_graph,1,,0.9699560412094897,0.0009239751820226239,0.9991286682263718,0.00023666276668726433,0.9869918699186987,0.0037256712967121378,0.951219512195121,0.0,0.00022342920303966668,1.8958544269431994e-05,14.485478242238363,1.3313966796033516
transxion,graphsage_lite,adv_no_projection,1,,0.11180161163928969,0.016773306848867055,0.9194698309264681,0.007425510085676045,0.676274944567627,0.03017884166034648,0.13895048041389435,0.004197271504656469,0.07247200259754201,0.029101379502189134,58.27034982045492,4.270151432843303
transxion,graphsage_lite,ours,1,,0.11496537146831536,0.009657738985763057,0.9071375685313384,0.004788392215598383,0.6529933481152991,0.017841992172317772,0.13821138211382067,0.014469158869513277,0.05735569115455933,0.021123417078292628,65.75465099016826,1.5519204990240894
transxion,graphsage_lite,random_feasible,1,,0.11377021398172234,0.002016655296354436,0.903164069691555,0.0021939476534541843,0.6614929785661491,0.01322655592621816,0.13340724316334035,0.012161480171400072,0.05564140559349268,0.006577674421960999,108.92086879412334,18.006169975085953
transxion,graphsage_lite,random_graph,1,,0.12048249591927235,0.004239095791531449,0.921335978322246,0.0034764078827344666,0.6821877309682184,0.006105954043554602,0.134515890613451,0.010059613886782412,0.061288713216901346,0.011295042544684592,61.12479837735494,6.5404933232863325
transxion,lightgbm,adv_no_projection,1,,0.2576677786413377,0.00788490609712254,0.9404469503108684,0.005787715774300595,0.7257945306725789,0.003563802941978634,0.37435328898743475,0.007381738490553402,0.010138732031546001,0.0008387282154179443,84.11522014935811,46.62818537322174
transxion,lightgbm,ours,1,,0.25226812735430865,0.008216307945243001,0.9363417721114403,0.00874924437962351,0.7139689578713964,0.012493822250094221,0.3640059127864,0.00942893630611476,0.010469002420226336,0.00013595640169265002,41.082822481791176,2.9607737284815645
transxion,lightgbm,random_feasible,1,,0.25417317973160564,0.0070251420450507815,0.9365137509069384,0.010671878584689156,0.7110125646711011,0.006304036256183102,0.3677014042867697,0.003386973906101751,0.009110343081668667,0.00022248897631466148,60.524627129236855,47.8614610178624
transxion,lightgbm,random_graph,1,,0.2637883053603667,0.005804528744829091,0.9395602857494881,0.004370143965201608,0.7250554323725047,0.004832482199047295,0.37472283813747165,0.010575822632116729,0.009308476959425,0.00021933965483486164,42.78930592536926,3.248205350095831
